variant,day,product,pnl
base_touch_target_select_no_space,2,UV_VISOR_YELLOW,-1124
base_touch_target_select_no_space,3,GALAXY_SOUNDS_BLACK_HOLES,6708
base_touch_target_select_no_space,3,GALAXY_SOUNDS_DARK_MATTER,358
base_touch_target_select_no_space,3,GALAXY_SOUNDS_PLANETARY_RINGS,2414
base_touch_target_select_no_space,3,GALAXY_SOUNDS_SOLAR_FLAMES,4490
base_touch_target_select_no_space,3,GALAXY_SOUNDS_SOLAR_WINDS,9037
base_touch_target_select_no_space,3,MICROCHIP_CIRCLE,-862
base_touch_target_select_no_space,3,MICROCHIP_OVAL,5347
base_touch_target_select_no_space,3,MICROCHIP_RECTANGLE,3904
base_touch_target_select_no_space,3,MICROCHIP_SQUARE,-619
base_touch_target_select_no_space,3,MICROCHIP_TRIANGLE,-592
base_touch_target_select_no_space,3,OXYGEN_SHAKE_CHOCOLATE,10434
base_touch_target_select_no_space,3,OXYGEN_SHAKE_EVENING_BREATH,7882
base_touch_target_select_no_space,3,OXYGEN_SHAKE_GARLIC,4170
base_touch_target_select_no_space,3,OXYGEN_SHAKE_MINT,0
base_touch_target_select_no_space,3,OXYGEN_SHAKE_MORNING_BREATH,2750
base_touch_target_select_no_space,3,PANEL_1X2,0
base_touch_target_select_no_space,3,PANEL_1X4,4839
base_touch_target_select_no_space,3,PANEL_2X2,766
base_touch_target_select_no_space,3,PANEL_2X4,11286
base_touch_target_select_no_space,3,PANEL_4X4,0
base_touch_target_select_no_space,3,PEBBLES_L,18263
base_touch_target_select_no_space,3,PEBBLES_M,0
base_touch_target_select_no_space,3,PEBBLES_S,5188
base_touch_target_select_no_space,3,PEBBLES_XL,15026
base_touch_target_select_no_space,3,PEBBLES_XS,0
base_touch_target_select_no_space,3,ROBOT_DISHES,10932
base_touch_target_select_no_space,3,ROBOT_IRONING,-194
base_touch_target_select_no_space,3,ROBOT_LAUNDRY,2580
base_touch_target_select_no_space,3,ROBOT_MOPPING,0
base_touch_target_select_no_space,3,ROBOT_VACUUMING,0
base_touch_target_select_no_space,3,SLEEP_POD_COTTON,641
base_touch_target_select_no_space,3,SLEEP_POD_LAMB_WOOL,0
base_touch_target_select_no_space,3,SLEEP_POD_NYLON,7216
base_touch_target_select_no_space,3,SLEEP_POD_POLYESTER,2139
base_touch_target_select_no_space,3,SLEEP_POD_SUEDE,6553
base_touch_target_select_no_space,3,SNACKPACK_CHOCOLATE,9670
base_touch_target_select_no_space,3,SNACKPACK_PISTACHIO,5674
base_touch_target_select_no_space,3,SNACKPACK_RASPBERRY,6166
base_touch_target_select_no_space,3,SNACKPACK_STRAWBERRY,2710
base_touch_target_select_no_space,3,SNACKPACK_VANILLA,536
base_touch_target_select_no_space,3,TRANSLATOR_ASTRO_BLACK,811
base_touch_target_select_no_space,3,TRANSLATOR_ECLIPSE_CHARCOAL,-9788
base_touch_target_select_no_space,3,TRANSLATOR_GRAPHITE_MIST,0
base_touch_target_select_no_space,3,TRANSLATOR_SPACE_GRAY,0
base_touch_target_select_no_space,3,TRANSLATOR_VOID_BLUE,6956
base_touch_target_select_no_space,3,UV_VISOR_AMBER,-21
base_touch_target_select_no_space,3,UV_VISOR_MAGENTA,-1920
base_touch_target_select_no_space,3,UV_VISOR_ORANGE,2516
base_touch_target_select_no_space,3,UV_VISOR_RED,9047
base_touch_target_select_no_space,3,UV_VISOR_YELLOW,8554
base_touch_target_select_no_space,4,GALAXY_SOUNDS_BLACK_HOLES,15630
base_touch_target_select_no_space,4,GALAXY_SOUNDS_DARK_MATTER,6406
base_touch_target_select_no_space,4,GALAXY_SOUNDS_PLANETARY_RINGS,-6442
base_touch_target_select_no_space,4,GALAXY_SOUNDS_SOLAR_FLAMES,0
base_touch_target_select_no_space,4,GALAXY_SOUNDS_SOLAR_WINDS,10122
base_touch_target_select_no_space,4,MICROCHIP_CIRCLE,11709
base_touch_target_select_no_space,4,MICROCHIP_OVAL,1378
base_touch_target_select_no_space,4,MICROCHIP_RECTANGLE,19251
base_touch_target_select_no_space,4,MICROCHIP_SQUARE,8537
base_touch_target_select_no_space,4,MICROCHIP_TRIANGLE,8533
base_touch_target_select_no_space,4,OXYGEN_SHAKE_CHOCOLATE,5335
base_touch_target_select_no_space,4,OXYGEN_SHAKE_EVENING_BREATH,12376
base_touch_target_select_no_space,4,OXYGEN_SHAKE_GARLIC,8544
base_touch_target_select_no_space,4,OXYGEN_SHAKE_MINT,0
base_touch_target_select_no_space,4,OXYGEN_SHAKE_MORNING_BREATH,8346
base_touch_target_select_no_space,4,PANEL_1X2,0
base_touch_target_select_no_space,4,PANEL_1X4,9532
base_touch_target_select_no_space,4,PANEL_2X2,494
base_touch_target_select_no_space,4,PANEL_2X4,6930
base_touch_target_select_no_space,4,PANEL_4X4,0
base_touch_target_select_no_space,4,PEBBLES_L,-7666
base_touch_target_select_no_space,4,PEBBLES_M,0
base_touch_target_select_no_space,4,PEBBLES_S,23192
base_touch_target_select_no_space,4,PEBBLES_XL,11862
base_touch_target_select_no_space,4,PEBBLES_XS,0
base_touch_target_select_no_space,4,ROBOT_DISHES,-2119
base_touch_target_select_no_space,4,ROBOT_IRONING,1923
base_touch_target_select_no_space,4,ROBOT_LAUNDRY,6804
base_touch_target_select_no_space,4,ROBOT_MOPPING,0
base_touch_target_select_no_space,4,ROBOT_VACUUMING,0
base_touch_target_select_no_space,4,SLEEP_POD_COTTON,9591
base_touch_target_select_no_space,4,SLEEP_POD_LAMB_WOOL,0
base_touch_target_select_no_space,4,SLEEP_POD_NYLON,5290
base_touch_target_select_no_space,4,SLEEP_POD_POLYESTER,7685
base_touch_target_select_no_space,4,SLEEP_POD_SUEDE,-5844
base_touch_target_select_no_space,4,SNACKPACK_CHOCOLATE,6019
base_touch_target_select_no_space,4,SNACKPACK_PISTACHIO,2493
base_touch_target_select_no_space,4,SNACKPACK_RASPBERRY,6132
base_touch_target_select_no_space,4,SNACKPACK_STRAWBERRY,3414
base_touch_target_select_no_space,4,SNACKPACK_VANILLA,2573
base_touch_target_select_no_space,4,TRANSLATOR_ASTRO_BLACK,8150
base_touch_target_select_no_space,4,TRANSLATOR_ECLIPSE_CHARCOAL,7940
base_touch_target_select_no_space,4,TRANSLATOR_GRAPHITE_MIST,0
base_touch_target_select_no_space,4,TRANSLATOR_SPACE_GRAY,0
base_touch_target_select_no_space,4,TRANSLATOR_VOID_BLUE,5676
base_touch_target_select_no_space,4,UV_VISOR_AMBER,11519
base_touch_target_select_no_space,4,UV_VISOR_MAGENTA,6975
base_touch_target_select_no_space,4,UV_VISOR_ORANGE,9666
base_touch_target_select_no_space,4,UV_VISOR_RED,580
base_touch_target_select_no_space,4,UV_VISOR_YELLOW,1325
