verdict,group,target,threshold,horizon,exit_rule,depth_total_pnl,depth_min_day_pnl,depth_trades,depth_win_pct,signal_count,buy_signals,sell_signals,stable_threshold_count,stable_thresholds,simple_total_pnl_same_rule,simple_min_day_pnl_same_rule,simple_positive_days_same_rule,leaky_total_pnl_same_rule,top_short_trade_pct
tentative,TRANSLATOR,TRANSLATOR_VOID_BLUE,3.0,500,zero_cross,12974.999999999964,2093.9999999999964,22,0.5909090909090909,9256,8683,573,4,"1.5,2,2.5,3",713.9999999999782,0.0,1,0.0,0.25
tentative,SLEEP_POD,SLEEP_POD_POLYESTER,3.0,100,fixed_horizon,11838.99999999996,1886.0000000000036,91,0.5494505494505495,8402,7576,826,3,"1.5,2,3",5895.999999999985,0.0,1,1667.0000000000073,0.33516483516483514
tentative,SLEEP_POD,SLEEP_POD_POLYESTER,3.0,100,zero_cross,11838.99999999996,1886.0000000000036,91,0.5494505494505495,8402,7576,826,3,"1.5,2,3",5895.999999999985,0.0,1,1667.0000000000073,0.33516483516483514
tentative,UV_VISOR,UV_VISOR_MAGENTA,2.5,500,fixed_horizon,11600.0,710.0,21,0.7142857142857143,6392,1038,5354,2,"1.5,2.5",14620.0,0.0,1,14110.0,0.0
tentative,UV_VISOR,UV_VISOR_MAGENTA,2.5,500,zero_cross,11600.0,710.0,21,0.7142857142857143,6392,1038,5354,3,"1.5,2,2.5",14620.0,0.0,1,13430.0,0.0
tentative,OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,1.5,500,fixed_horizon,10540.0,2040.0,52,0.5,19748,11424,8324,4,"1.5,2,2.5,3",6347.999999999993,0.0,2,10950.0,0.0
tentative,OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,1.5,500,zero_cross,10540.0,2040.0,52,0.5,19748,11424,8324,4,"1.5,2,2.5,3",6347.999999999993,0.0,2,10950.0,0.0
tentative,TRANSLATOR,TRANSLATOR_VOID_BLUE,2.5,100,fixed_horizon,9292.999999999993,1521.0000000000036,117,0.5641025641025641,10901,9248,1653,2,"1.5,2.5",423.99999999996,0.0,1,3500.0,0.27350427350427353
tentative,TRANSLATOR,TRANSLATOR_VOID_BLUE,2.5,100,zero_cross,9292.999999999993,1521.0000000000036,117,0.5641025641025641,10901,9248,1653,2,"1.5,2.5",423.99999999996,0.0,1,3500.0,0.27350427350427353
tentative,TRANSLATOR,TRANSLATOR_VOID_BLUE,1.5,100,fixed_horizon,7708.999999999942,1772.9999999999563,160,0.51875,14746,10120,4626,2,"1.5,2.5",1544.0000000000691,0.0,2,8907.999999999938,0.30625
