split,product,group,side,horizon,corr,top5_count,top5_edge,top5_win,top5_pred,all_edge,rank_score
d2_to_d3,UV_VISOR_MAGENTA,UV,long,500,0.14270775290080184,41,86.19512176513672,0.8536585365853658,198.6202850341797,-15.95667839050293,73.58120150682403
d2_to_d3,UV_VISOR_YELLOW,UV,long,200,0.16705910888426764,41,94.07317352294922,0.7804878048780488,44.339542388916016,-8.369434356689453,73.42296470083842
d2_to_d3,MICROCHIP_RECTANGLE,MICROCHIP,long,500,0.31555566623676984,41,119.0243911743164,0.6097560975609756,68.209716796875,-75.27196502685547,72.5758482770222
d2_to_d3,OXYGEN_SHAKE_GARLIC,OXYGEN,short,500,0.2203587049572169,41,118.82926940917969,0.6097560975609756,-101.92940521240234,-20.626955032348633,72.45687159096322
d2_to_d3,ROBOT_DISHES,ROBOT,short,200,0.23888766378853346,41,79.53658294677734,0.9024390243902439,20.966392517089844,-12.200963020324707,71.77691631782346
d2_to_d3,OXYGEN_SHAKE_GARLIC,OXYGEN,long,200,0.18582909185133417,41,91.92682647705078,0.7804878048780488,114.19879150390625,-16.187725067138672,71.74776700647867
d2_to_d3,ROBOT_DISHES,ROBOT,short,500,0.2976682619395533,41,122.53658294677734,0.5853658536585366,38.24412536621094,-7.675090312957764,71.7287314810404
d2_to_d3,MICROCHIP_SQUARE,MICROCHIP,long,50,0.23009198010205167,41,90.43902587890625,0.7804878048780488,12.513965606689453,5.759325981140137,70.5865567835366
d2_to_d3,PEBBLES_L,PEBBLES,short,200,0.1393671446562902,41,83.51219177246094,0.7804878048780488,70.3236083984375,-28.451263427734375,65.18024723704268
d2_to_d3,PEBBLES_XL,PEBBLES,short,100,0.11335281012849034,41,90.90243530273438,0.7073170731707317,-26.29595184326172,-4.634175777435303,64.29684448242188
d2_to_d3,SLEEP_POD_LAMB_WOOL,SLEEP,long,500,0.2221561824427252,41,93.78048706054688,0.6829268292682927,41.05838394165039,14.806257247924805,64.04521067549543
