split,product,group,side,horizon,corr,top5_pred_mean_edge,top5_win,top5_count,all_mean_edge,rank_score,top5_mean_stable_proxy
d3_to_d4,PEBBLES_XS,PEBBLES,long,10,-0.03882903801089187,-11.92,0.38666666666666666,450,-8.964666666666666,-4.609066666666666,-4.609066666666666
d2_to_d3,GALAXY_SOUNDS_BLACK_HOLES,GALAXY,long,10,-0.004988340356334096,-11.61111111111111,0.3977777777777778,450,-14.119555555555555,-4.618641975308642,-4.618641975308642
d23_to_d4,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY,short,10,-0.011131174848014328,-14.646666666666667,0.3244444444444444,450,-13.776333333333334,-4.75202962962963,-4.75202962962963
d2_to_d3,SLEEP_POD_COTTON,SLEEP,long,10,0.00878742251110324,-15.397777777777778,0.3111111111111111,450,-9.089666666666666,-4.79041975308642,-4.79041975308642
d23_to_d4,TRANSLATOR_VOID_BLUE,TRANSLATOR,long,50,0.060531216734977356,-10.088888888888889,0.4822222222222222,450,-6.474777777777778,-4.865086419753086,-4.865086419753086
d23_to_d4,UV_VISOR_MAGENTA,UV,short,10,0.018000593210008253,-17.691111111111113,0.28,450,-14.847111111111111,-4.953511111111112,-4.953511111111112
d3_to_d4,SNACKPACK_STRAWBERRY,SNACKPACK,long,50,0.013143075882856488,-15.813333333333333,0.32222222222222224,450,-18.16488888888889,-5.095407407407407,-5.095407407407407
d2_to_d3,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY,short,10,-0.03738044777214496,-17.22,0.29777777777777775,450,-14.656,-5.127733333333333,-5.127733333333333
d2_to_d3,PEBBLES_XS,PEBBLES,long,10,0.014665114467689628,-13.16,0.39111111111111113,450,-11.143888888888888,-5.147022222222223,-5.147022222222223
d23_to_d4,SLEEP_POD_SUEDE,SLEEP,long,100,-0.05885757257009273,-13.668888888888889,0.37777777777777777,450,-12.007888888888889,-5.163802469135803,-5.163802469135803
d2_to_d3,PEBBLES_L,PEBBLES,short,1000,0.1375512134669874,-12.635555555555555,0.4111111111111111,450,-102.763,-5.194617283950617,-5.194617283950617
d3_to_d4,SLEEP_POD_NYLON,SLEEP,long,50,-0.026458602500986163,-11.524444444444445,0.45111111111111113,450,-4.343444444444445,-5.198804938271605,-5.198804938271605
d3_to_d4,UV_VISOR_RED,UV,long,10,0.023020444692442035,-16.464444444444446,0.3244444444444444,450,-14.051,-5.341797530864198,-5.341797530864198
d3_to_d4,SLEEP_POD_SUEDE,SLEEP,short,10,-0.07248081233512561,-14.215555555555556,0.37777777777777777,450,-10.300888888888888,-5.3703209876543205,-5.3703209876543205
d23_to_d4,OXYGEN_SHAKE_GARLIC,OXYGEN,long,10,-0.014770898951749675,-13.453333333333333,0.4,450,-14.205111111111112,-5.381333333333334,-5.381333333333334
d2_to_d3,UV_VISOR_MAGENTA,UV,short,10,0.013698427906465457,-18.29111111111111,0.3088888888888889,450,-14.61,-5.649920987654321,-5.649920987654321
