product,kind,window,threshold,horizon,day,pnl,trades,wins,win_pct,avg_round_trip_pnl,entry_z_abs
SLEEP_POD_NYLON,product_rolling,1000,2.5,500,4,1946.0,9,2,0.2222222222222222,-56796.0,
PEBBLES_L,product_rolling,1000,2.5,500,2,-4902.0,7,3,0.42857142857142855,-18821.714285714286,
PEBBLES_L,product_rolling,1000,2.5,500,3,196.0,10,5,0.5,-2309.4,
PEBBLES_L,product_rolling,1000,2.5,500,4,10600.0,14,9,0.6428571428571429,28876.428571428572,
GALAXY_SOUNDS_DARK_MATTER,group_regression_open500,1000,2.5,200,2,1430.0,12,6,0.5,-1286.6666666666667,
GALAXY_SOUNDS_DARK_MATTER,group_regression_open500,1000,2.5,200,3,3940.0,11,7,0.6363636363636364,27619.090909090908,2.5731830233978243
GALAXY_SOUNDS_DARK_MATTER,group_regression_open500,1000,2.5,200,4,-550.0,11,6,0.5454545454545454,7770.0,
ROBOT_DISHES,product_rolling,1000,2.5,500,2,1038.0,9,4,0.4444444444444444,-11704.666666666666,
ROBOT_DISHES,product_rolling,1000,2.5,500,3,-3912.0,8,3,0.375,-26367.875,2.503893166172001
ROBOT_DISHES,product_rolling,1000,2.5,500,4,2082.0,9,3,0.3333333333333333,-36661.555555555555,2.906752519300347
PEBBLES_XL,product_rolling,1000,3.0,100,2,11726.0,9,4,0.4444444444444444,-10156.0,
