group,target,threshold,horizon,exit_rule,train_days,train_total_pnl,train_min_day_pnl,train_positive_days,train_total_trades,train_win_pct,train_avg_pnl_per_trade,candidate_id,test_day,candidate_set,days,all_days_total_pnl,all_days_min_day_pnl,all_days_positive_days,all_days_total_trades,win_pct,avg_pnl_per_trade,avg_hold,max_hold
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,1.5,500,fixed_horizon,2.0,8500.0,3860.0,2,34,0.5,250.0,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=1.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,1.5,500,zero_cross,2.0,8500.0,3860.0,2,34,0.5,250.0,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=1.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
SLEEP_POD,SLEEP_POD_POLYESTER,3.0,500,fixed_horizon,2.0,17560.0,3810.0,2,19,0.631578947368421,924.2105263157895,SLEEP_POD|SLEEP_POD_POLYESTER|thr=3|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
SLEEP_POD,SLEEP_POD_POLYESTER,3.0,500,zero_cross,2.0,17560.0,3810.0,2,19,0.631578947368421,924.2105263157895,SLEEP_POD|SLEEP_POD_POLYESTER|thr=3|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
UV_VISOR,UV_VISOR_YELLOW,2.0,500,fixed_horizon,2.0,12550.0,3740.0,2,13,0.6923076923076923,965.3846153846154,UV_VISOR|UV_VISOR_YELLOW|thr=2|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
UV_VISOR,UV_VISOR_YELLOW,2.0,500,zero_cross,2.0,12230.0,3740.0,2,13,0.6923076923076923,940.7692307692307,UV_VISOR|UV_VISOR_YELLOW|thr=2|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
UV_VISOR,UV_VISOR_YELLOW,1.5,500,fixed_horizon,2.0,11670.0,3740.0,2,17,0.47058823529411764,686.4705882352941,UV_VISOR|UV_VISOR_YELLOW|thr=1.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
UV_VISOR,UV_VISOR_YELLOW,1.5,500,zero_cross,2.0,10660.0,3740.0,2,17,0.47058823529411764,627.0588235294117,UV_VISOR|UV_VISOR_YELLOW|thr=1.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
ROBOT,ROBOT_IRONING,1.5,500,zero_cross,2.0,24120.0,3600.0,2,26,0.7307692307692307,927.6923076923077,ROBOT|ROBOT_IRONING|thr=1.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
ROBOT,ROBOT_IRONING,1.5,500,fixed_horizon,2.0,23620.0,3600.0,2,26,0.7307692307692307,908.4615384615385,ROBOT|ROBOT_IRONING|thr=1.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
SLEEP_POD,SLEEP_POD_NYLON,2.0,500,zero_cross,2.0,14830.0,3600.0,2,19,0.7368421052631579,780.5263157894736,SLEEP_POD|SLEEP_POD_NYLON|thr=2|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
SLEEP_POD,SLEEP_POD_NYLON,2.0,500,fixed_horizon,2.0,14760.0,3530.0,2,19,0.7368421052631579,776.8421052631579,SLEEP_POD|SLEEP_POD_NYLON|thr=2|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,3.0,500,fixed_horizon,2.0,17190.0,3430.0,2,13,0.6923076923076923,1322.3076923076924,OXYGEN_SHAKE|OXYGEN_SHAKE_GARLIC|thr=3|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,3.0,500,zero_cross,2.0,17190.0,3430.0,2,13,0.6923076923076923,1322.3076923076924,OXYGEN_SHAKE|OXYGEN_SHAKE_GARLIC|thr=3|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
TRANSLATOR,TRANSLATOR_VOID_BLUE,2.0,500,fixed_horizon,2.0,11670.0,3410.0,2,22,0.5454545454545454,530.4545454545455,TRANSLATOR|TRANSLATOR_VOID_BLUE|thr=2|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
TRANSLATOR,TRANSLATOR_VOID_BLUE,2.0,500,zero_cross,2.0,11670.0,3410.0,2,22,0.5454545454545454,530.4545454545455,TRANSLATOR|TRANSLATOR_VOID_BLUE|thr=2|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,2.0,500,fixed_horizon,2.0,6990.0,3400.0,2,23,0.5217391304347826,303.9130434782609,TRANSLATOR|TRANSLATOR_ECLIPSE_CHARCOAL|thr=2|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
MICROCHIP,MICROCHIP_TRIANGLE,2.5,500,zero_cross,2.0,28860.0,3290.0,2,19,0.5789473684210527,1518.9473684210527,MICROCHIP|MICROCHIP_TRIANGLE|thr=2.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
MICROCHIP,MICROCHIP_TRIANGLE,2.5,500,fixed_horizon,2.0,28310.0,3290.0,2,19,0.5789473684210527,1490.0,MICROCHIP|MICROCHIP_TRIANGLE|thr=2.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,2.0,500,fixed_horizon,2.0,21120.0,3140.0,2,22,0.6363636363636364,960.0,OXYGEN_SHAKE|OXYGEN_SHAKE_GARLIC|thr=2|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,2.0,500,zero_cross,2.0,21120.0,3140.0,2,22,0.6363636363636364,960.0,OXYGEN_SHAKE|OXYGEN_SHAKE_GARLIC|thr=2|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
UV_VISOR,UV_VISOR_YELLOW,2.5,500,fixed_horizon,2.0,9340.0,3140.0,2,10,0.6,934.0,UV_VISOR|UV_VISOR_YELLOW|thr=2.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
UV_VISOR,UV_VISOR_YELLOW,2.5,500,zero_cross,2.0,9340.0,3140.0,2,10,0.6,934.0,UV_VISOR|UV_VISOR_YELLOW|thr=2.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,2.5,500,fixed_horizon,2.0,9460.0,3100.0,2,16,0.625,591.25,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=2.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,2.5,500,zero_cross,2.0,9460.0,3100.0,2,16,0.625,591.25,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=2.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,1.5,500,zero_cross,2.0,9140.0,3100.0,2,29,0.5862068965517241,315.17241379310343,TRANSLATOR|TRANSLATOR_ECLIPSE_CHARCOAL|thr=1.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
ROBOT,ROBOT_IRONING,2.0,500,fixed_horizon,2.0,18730.0,2940.0,2,21,0.6666666666666666,891.9047619047619,ROBOT|ROBOT_IRONING|thr=2|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
ROBOT,ROBOT_IRONING,2.0,500,zero_cross,2.0,18730.0,2940.0,2,21,0.6666666666666666,891.9047619047619,ROBOT|ROBOT_IRONING|thr=2|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
SLEEP_POD,SLEEP_POD_LAMB_WOOL,2.0,500,fixed_horizon,2.0,8130.0,2880.0,2,15,0.6666666666666666,542.0,SLEEP_POD|SLEEP_POD_LAMB_WOOL|thr=2|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
SLEEP_POD,SLEEP_POD_LAMB_WOOL,2.0,500,zero_cross,2.0,8130.0,2880.0,2,15,0.6666666666666666,542.0,SLEEP_POD|SLEEP_POD_LAMB_WOOL|thr=2|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
TRANSLATOR,TRANSLATOR_VOID_BLUE,3.0,500,fixed_horizon,2.0,10900.0,2760.0,2,20,0.6,545.0,TRANSLATOR|TRANSLATOR_VOID_BLUE|thr=3|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
TRANSLATOR,TRANSLATOR_VOID_BLUE,3.0,500,zero_cross,2.0,10900.0,2760.0,2,20,0.6,545.0,TRANSLATOR|TRANSLATOR_VOID_BLUE|thr=3|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
ROBOT,ROBOT_LAUNDRY,2.5,500,zero_cross,2.0,15340.0,2730.0,2,20,0.75,767.0,ROBOT|ROBOT_LAUNDRY|thr=2.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
ROBOT,ROBOT_LAUNDRY,2.5,500,fixed_horizon,2.0,15320.0,2730.0,2,20,0.75,766.0,ROBOT|ROBOT_LAUNDRY|thr=2.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
PANEL,PANEL_4X4,1.5,500,fixed_horizon,2.0,6700.0,2730.0,2,24,0.5833333333333334,279.1666666666667,PANEL|PANEL_4X4|thr=1.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
ROBOT,ROBOT_IRONING,2.5,500,fixed_horizon,2.0,16420.0,2720.0,2,14,0.8571428571428571,1172.857142857143,ROBOT|ROBOT_IRONING|thr=2.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
ROBOT,ROBOT_IRONING,2.5,500,zero_cross,2.0,16420.0,2720.0,2,14,0.8571428571428571,1172.857142857143,ROBOT|ROBOT_IRONING|thr=2.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
UV_VISOR,UV_VISOR_ORANGE,1.5,500,fixed_horizon,2.0,8660.0,2720.0,2,10,0.7,866.0,UV_VISOR|UV_VISOR_ORANGE|thr=1.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
UV_VISOR,UV_VISOR_ORANGE,1.5,500,zero_cross,2.0,8660.0,2720.0,2,10,0.7,866.0,UV_VISOR|UV_VISOR_ORANGE|thr=1.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
MICROCHIP,MICROCHIP_CIRCLE,2.5,500,fixed_horizon,2.0,12710.0,2710.0,2,20,0.65,635.5,MICROCHIP|MICROCHIP_CIRCLE|thr=2.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
MICROCHIP,MICROCHIP_CIRCLE,2.5,500,zero_cross,2.0,12710.0,2710.0,2,20,0.65,635.5,MICROCHIP|MICROCHIP_CIRCLE|thr=2.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
UV_VISOR,UV_VISOR_MAGENTA,2.0,500,zero_cross,2.0,6460.0,2680.0,2,9,0.6666666666666666,717.7777777777778,UV_VISOR|UV_VISOR_MAGENTA|thr=2|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
PANEL,PANEL_1X2,2.0,500,fixed_horizon,2.0,16830.0,2590.0,2,37,0.7027027027027027,454.86486486486484,PANEL|PANEL_1X2|thr=2|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
PANEL,PANEL_1X2,2.0,500,zero_cross,2.0,16830.0,2590.0,2,37,0.7027027027027027,454.86486486486484,PANEL|PANEL_1X2|thr=2|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,2.0,500,zero_cross,2.0,5740.0,2340.0,2,23,0.5217391304347826,249.56521739130434,TRANSLATOR|TRANSLATOR_ECLIPSE_CHARCOAL|thr=2|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
SLEEP_POD,SLEEP_POD_NYLON,2.5,500,fixed_horizon,2.0,17000.0,2250.0,2,15,0.6666666666666666,1133.3333333333333,SLEEP_POD|SLEEP_POD_NYLON|thr=2.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
SLEEP_POD,SLEEP_POD_NYLON,2.5,500,zero_cross,2.0,17000.0,2250.0,2,15,0.6666666666666666,1133.3333333333333,SLEEP_POD|SLEEP_POD_NYLON|thr=2.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
MICROCHIP,MICROCHIP_RECTANGLE,2.0,500,fixed_horizon,2.0,11830.0,2040.0,2,9,0.7777777777777778,1314.4444444444443,MICROCHIP|MICROCHIP_RECTANGLE|thr=2|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
MICROCHIP,MICROCHIP_RECTANGLE,2.0,500,zero_cross,2.0,11830.0,2040.0,2,9,0.7777777777777778,1314.4444444444443,MICROCHIP|MICROCHIP_RECTANGLE|thr=2|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
MICROCHIP,MICROCHIP_TRIANGLE,1.5,500,zero_cross,2.0,20100.0,2020.0,2,25,0.56,804.0,MICROCHIP|MICROCHIP_TRIANGLE|thr=1.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
MICROCHIP,MICROCHIP_OVAL,2.0,500,zero_cross,2.0,12350.0,2010.0,2,16,0.625,771.875,MICROCHIP|MICROCHIP_OVAL|thr=2|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
MICROCHIP,MICROCHIP_OVAL,2.5,500,fixed_horizon,2.0,11620.0,2010.0,2,7,0.8571428571428571,1660.0,MICROCHIP|MICROCHIP_OVAL|thr=2.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
MICROCHIP,MICROCHIP_OVAL,2.5,500,zero_cross,2.0,11210.0,2010.0,2,7,0.8571428571428571,1601.4285714285713,MICROCHIP|MICROCHIP_OVAL|thr=2.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
ROBOT,ROBOT_LAUNDRY,2.0,500,fixed_horizon,2.0,13170.0,1770.0,2,24,0.6666666666666666,548.75,ROBOT|ROBOT_LAUNDRY|thr=2|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
ROBOT,ROBOT_LAUNDRY,2.0,500,zero_cross,2.0,12900.0,1770.0,2,24,0.6666666666666666,537.5,ROBOT|ROBOT_LAUNDRY|thr=2|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
ROBOT,ROBOT_IRONING,3.0,500,fixed_horizon,2.0,13910.0,1760.0,2,8,0.875,1738.75,ROBOT|ROBOT_IRONING|thr=3|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
ROBOT,ROBOT_IRONING,3.0,500,zero_cross,2.0,13910.0,1760.0,2,8,0.875,1738.75,ROBOT|ROBOT_IRONING|thr=3|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
PANEL,PANEL_4X4,1.5,500,zero_cross,2.0,8780.0,1710.0,2,24,0.625,365.8333333333333,PANEL|PANEL_4X4|thr=1.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,2.5,500,fixed_horizon,2.0,3350.0,1670.0,2,9,0.5555555555555556,372.22222222222223,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_WINDS|thr=2.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,2.5,500,zero_cross,2.0,3350.0,1670.0,2,9,0.5555555555555556,372.22222222222223,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_WINDS|thr=2.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
MICROCHIP,MICROCHIP_OVAL,2.0,500,fixed_horizon,2.0,8210.0,1500.0,2,16,0.625,513.125,MICROCHIP|MICROCHIP_OVAL|thr=2|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,2.0,500,fixed_horizon,2.0,10000.0,1410.0,2,20,0.45,500.0,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=2|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,2.0,500,zero_cross,2.0,10000.0,1410.0,2,20,0.45,500.0,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=2|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,3.0,500,fixed_horizon,2.0,4740.0,1370.0,2,8,0.75,592.5,GALAXY_SOUNDS|GALAXY_SOUNDS_DARK_MATTER|thr=3|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,3.0,500,zero_cross,2.0,4740.0,1370.0,2,8,0.75,592.5,GALAXY_SOUNDS|GALAXY_SOUNDS_DARK_MATTER|thr=3|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
MICROCHIP,MICROCHIP_SQUARE,2.5,500,fixed_horizon,2.0,33700.0,1290.0,2,29,0.5862068965517241,1162.0689655172414,MICROCHIP|MICROCHIP_SQUARE|thr=2.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
MICROCHIP,MICROCHIP_SQUARE,2.5,500,zero_cross,2.0,33700.0,1290.0,2,29,0.5862068965517241,1162.0689655172414,MICROCHIP|MICROCHIP_SQUARE|thr=2.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
PANEL,PANEL_2X4,2.0,500,fixed_horizon,2.0,20670.0,1280.0,2,27,0.6666666666666666,765.5555555555555,PANEL|PANEL_2X4|thr=2|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
PANEL,PANEL_2X4,2.0,500,zero_cross,2.0,20320.0,1280.0,2,27,0.6666666666666666,752.5925925925926,PANEL|PANEL_2X4|thr=2|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
SLEEP_POD,SLEEP_POD_LAMB_WOOL,1.5,500,fixed_horizon,2.0,10810.0,1190.0,2,19,0.6842105263157895,568.9473684210526,SLEEP_POD|SLEEP_POD_LAMB_WOOL|thr=1.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
SLEEP_POD,SLEEP_POD_LAMB_WOOL,1.5,500,zero_cross,2.0,10810.0,1190.0,2,19,0.6842105263157895,568.9473684210526,SLEEP_POD|SLEEP_POD_LAMB_WOOL|thr=1.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
SLEEP_POD,SLEEP_POD_NYLON,3.0,500,fixed_horizon,2.0,6080.0,970.0,2,8,0.75,760.0,SLEEP_POD|SLEEP_POD_NYLON|thr=3|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
SLEEP_POD,SLEEP_POD_NYLON,3.0,500,zero_cross,2.0,6080.0,970.0,2,8,0.75,760.0,SLEEP_POD|SLEEP_POD_NYLON|thr=3|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
SLEEP_POD,SLEEP_POD_NYLON,1.5,500,fixed_horizon,2.0,9170.0,740.0,2,23,0.5652173913043478,398.69565217391306,SLEEP_POD|SLEEP_POD_NYLON|thr=1.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
SLEEP_POD,SLEEP_POD_NYLON,1.5,500,zero_cross,2.0,9170.0,740.0,2,23,0.5652173913043478,398.69565217391306,SLEEP_POD|SLEEP_POD_NYLON|thr=1.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
UV_VISOR,UV_VISOR_MAGENTA,2.5,500,fixed_horizon,2.0,4890.0,710.0,2,5,1.0,978.0,UV_VISOR|UV_VISOR_MAGENTA|thr=2.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
UV_VISOR,UV_VISOR_MAGENTA,2.5,500,zero_cross,2.0,4890.0,710.0,2,5,1.0,978.0,UV_VISOR|UV_VISOR_MAGENTA|thr=2.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,1.5,500,zero_cross,2.0,5520.0,600.0,2,25,0.52,220.8,OXYGEN_SHAKE|OXYGEN_SHAKE_MORNING_BREATH|thr=1.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,1.5,500,fixed_horizon,2.0,5090.0,600.0,2,25,0.52,203.6,OXYGEN_SHAKE|OXYGEN_SHAKE_MORNING_BREATH|thr=1.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
ROBOT,ROBOT_LAUNDRY,3.0,500,fixed_horizon,2.0,12700.0,560.0,2,18,0.7222222222222222,705.5555555555555,ROBOT|ROBOT_LAUNDRY|thr=3|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
ROBOT,ROBOT_LAUNDRY,3.0,500,zero_cross,2.0,12700.0,560.0,2,18,0.7222222222222222,705.5555555555555,ROBOT|ROBOT_LAUNDRY|thr=3|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
ROBOT,ROBOT_DISHES,2.5,500,fixed_horizon,2.0,5720.0,530.0,2,12,0.5833333333333334,476.6666666666667,ROBOT|ROBOT_DISHES|thr=2.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
ROBOT,ROBOT_DISHES,2.5,500,zero_cross,2.0,5720.0,530.0,2,12,0.5833333333333334,476.6666666666667,ROBOT|ROBOT_DISHES|thr=2.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,2.5,500,fixed_horizon,2.0,5250.0,520.0,2,14,0.5714285714285714,375.0,OXYGEN_SHAKE|OXYGEN_SHAKE_EVENING_BREATH|thr=2.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,2.5,500,zero_cross,2.0,5250.0,520.0,2,14,0.5714285714285714,375.0,OXYGEN_SHAKE|OXYGEN_SHAKE_EVENING_BREATH|thr=2.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,3.0,500,fixed_horizon,2.0,8820.0,480.0,2,13,0.6153846153846154,678.4615384615385,OXYGEN_SHAKE|OXYGEN_SHAKE_CHOCOLATE|thr=3|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,3.0,500,zero_cross,2.0,8820.0,480.0,2,13,0.6153846153846154,678.4615384615385,OXYGEN_SHAKE|OXYGEN_SHAKE_CHOCOLATE|thr=3|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
PANEL,PANEL_1X2,2.5,500,fixed_horizon,2.0,13050.0,470.0,2,33,0.6363636363636364,395.45454545454544,PANEL|PANEL_1X2|thr=2.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
PANEL,PANEL_1X2,2.5,500,zero_cross,2.0,13050.0,470.0,2,33,0.6363636363636364,395.45454545454544,PANEL|PANEL_1X2|thr=2.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
SNACKPACK,SNACKPACK_STRAWBERRY,2.0,500,zero_cross,2.0,1150.0,450.0,2,32,0.53125,35.9375,SNACKPACK|SNACKPACK_STRAWBERRY|thr=2|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
PEBBLES,PEBBLES_XS,1.5,500,fixed_horizon,2.0,3090.0,340.0,2,38,0.47368421052631576,81.3157894736842,PEBBLES|PEBBLES_XS|thr=1.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
PEBBLES,PEBBLES_XS,2.0,500,fixed_horizon,2.0,3090.0,340.0,2,38,0.47368421052631576,81.3157894736842,PEBBLES|PEBBLES_XS|thr=2|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
PEBBLES,PEBBLES_XS,2.5,500,fixed_horizon,2.0,3090.0,340.0,2,38,0.47368421052631576,81.3157894736842,PEBBLES|PEBBLES_XS|thr=2.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
PEBBLES,PEBBLES_XS,3.0,500,fixed_horizon,2.0,3090.0,340.0,2,38,0.47368421052631576,81.3157894736842,PEBBLES|PEBBLES_XS|thr=3|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
SNACKPACK,SNACKPACK_STRAWBERRY,2.0,500,fixed_horizon,2.0,980.0,280.0,2,32,0.53125,30.625,SNACKPACK|SNACKPACK_STRAWBERRY|thr=2|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,1.5,500,zero_cross,2.0,6730.0,210.0,2,20,0.5,336.5,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_WINDS|thr=1.5|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,1.5,500,fixed_horizon,2.0,6710.0,210.0,2,20,0.5,335.5,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_WINDS|thr=1.5|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
SNACKPACK,SNACKPACK_PISTACHIO,2.0,500,fixed_horizon,2.0,390.0,10.0,2,23,0.4782608695652174,16.956521739130434,SNACKPACK|SNACKPACK_PISTACHIO|thr=2|h=500|fixed_horizon,4,lodo_long_horizon_500,,,,,,,,,
SNACKPACK,SNACKPACK_PISTACHIO,2.0,500,zero_cross,2.0,20.0,10.0,2,23,0.4782608695652174,0.8695652173913043,SNACKPACK|SNACKPACK_PISTACHIO|thr=2|h=500|zero_cross,4,lodo_long_horizon_500,,,,,,,,,
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,2.0,500,fixed_horizon,,31710.0,10390.0,2,20,0.75,1585.5,GALAXY_SOUNDS|GALAXY_SOUNDS_SOLAR_FLAMES|thr=2|h=500|fixed_horizon,4,static12_top_per_group,3.0,36400.0,4690.0,3.0,26.0,0.7692307692307693,1400.0,486.0769230769231,500.0
MICROCHIP,MICROCHIP_RECTANGLE,1.5,500,zero_cross,,22660.0,11090.0,2,20,0.6,1133.0,MICROCHIP|MICROCHIP_RECTANGLE|thr=1.5|h=500|zero_cross,4,static12_top_per_group,3.0,34250.0,11090.0,3.0,33.0,0.6060606060606061,1037.878787878788,410.969696969697,500.0
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,3.0,500,fixed_horizon,,10380.0,4430.0,2,10,0.8,1038.0,OXYGEN_SHAKE|OXYGEN_SHAKE_MINT|thr=3|h=500|fixed_horizon,4,static12_top_per_group,3.0,14540.0,4160.0,3.0,23.0,0.6521739130434783,632.1739130434783,500.0,500.0
