case,day,product,pnl
top3_sizes,2,MICROCHIP_TRIANGLE,6325
top3_sizes,2,OXYGEN_SHAKE_CHOCOLATE,9314
top3_sizes,2,OXYGEN_SHAKE_EVENING_BREATH,2117
top3_sizes,2,OXYGEN_SHAKE_GARLIC,19621
top3_sizes,2,OXYGEN_SHAKE_MINT,0
top3_sizes,2,OXYGEN_SHAKE_MORNING_BREATH,8368
top3_sizes,2,PANEL_1X2,0
top3_sizes,2,PANEL_1X4,16825
top3_sizes,2,PANEL_2X2,7060
top3_sizes,2,PANEL_2X4,4812
top3_sizes,2,PANEL_4X4,0
top3_sizes,2,PEBBLES_L,20786
top3_sizes,2,PEBBLES_M,0
top3_sizes,2,PEBBLES_S,20129
top3_sizes,2,PEBBLES_XL,19620
top3_sizes,2,PEBBLES_XS,9650
top3_sizes,2,ROBOT_DISHES,8067
top3_sizes,2,ROBOT_IRONING,4670
top3_sizes,2,ROBOT_LAUNDRY,6149
top3_sizes,2,ROBOT_MOPPING,4728
top3_sizes,2,ROBOT_VACUUMING,-1758
top3_sizes,2,SLEEP_POD_COTTON,13278
top3_sizes,2,SLEEP_POD_LAMB_WOOL,7141
top3_sizes,2,SLEEP_POD_NYLON,2191
top3_sizes,2,SLEEP_POD_POLYESTER,17615
top3_sizes,2,SLEEP_POD_SUEDE,10064
top3_sizes,2,SNACKPACK_CHOCOLATE,4884
top3_sizes,2,SNACKPACK_PISTACHIO,7750
top3_sizes,2,SNACKPACK_RASPBERRY,13450
top3_sizes,2,SNACKPACK_STRAWBERRY,2606
top3_sizes,2,SNACKPACK_VANILLA,6080
top3_sizes,2,TRANSLATOR_ASTRO_BLACK,-1136
top3_sizes,2,TRANSLATOR_ECLIPSE_CHARCOAL,-2587
top3_sizes,2,TRANSLATOR_GRAPHITE_MIST,226
top3_sizes,2,TRANSLATOR_SPACE_GRAY,0
top3_sizes,2,TRANSLATOR_VOID_BLUE,5339
top3_sizes,2,UV_VISOR_AMBER,13933
top3_sizes,2,UV_VISOR_MAGENTA,17813
top3_sizes,2,UV_VISOR_ORANGE,5338
top3_sizes,2,UV_VISOR_RED,7582
top3_sizes,2,UV_VISOR_YELLOW,4356
top3_sizes,3,GALAXY_SOUNDS_BLACK_HOLES,6391
top3_sizes,3,GALAXY_SOUNDS_DARK_MATTER,1162
top3_sizes,3,GALAXY_SOUNDS_PLANETARY_RINGS,-389
top3_sizes,3,GALAXY_SOUNDS_SOLAR_FLAMES,9240
top3_sizes,3,GALAXY_SOUNDS_SOLAR_WINDS,13780
top3_sizes,3,MICROCHIP_CIRCLE,-862
top3_sizes,3,MICROCHIP_OVAL,18822
top3_sizes,3,MICROCHIP_RECTANGLE,3904
top3_sizes,3,MICROCHIP_SQUARE,32872
top3_sizes,3,MICROCHIP_TRIANGLE,10233
top3_sizes,3,OXYGEN_SHAKE_CHOCOLATE,10434
top3_sizes,3,OXYGEN_SHAKE_EVENING_BREATH,7882
top3_sizes,3,OXYGEN_SHAKE_GARLIC,-1318
top3_sizes,3,OXYGEN_SHAKE_MINT,0
top3_sizes,3,OXYGEN_SHAKE_MORNING_BREATH,8159
top3_sizes,3,PANEL_1X2,0
top3_sizes,3,PANEL_1X4,4839
top3_sizes,3,PANEL_2X2,5525
top3_sizes,3,PANEL_2X4,6302
top3_sizes,3,PANEL_4X4,0
top3_sizes,3,PEBBLES_L,3870
top3_sizes,3,PEBBLES_M,0
top3_sizes,3,PEBBLES_S,5188
top3_sizes,3,PEBBLES_XL,38715
top3_sizes,3,PEBBLES_XS,9490
top3_sizes,3,ROBOT_DISHES,10932
top3_sizes,3,ROBOT_IRONING,20920
top3_sizes,3,ROBOT_LAUNDRY,4835
top3_sizes,3,ROBOT_MOPPING,-4805
top3_sizes,3,ROBOT_VACUUMING,13873
top3_sizes,3,SLEEP_POD_COTTON,10402
top3_sizes,3,SLEEP_POD_LAMB_WOOL,6585
top3_sizes,3,SLEEP_POD_NYLON,7216
top3_sizes,3,SLEEP_POD_POLYESTER,-238
top3_sizes,3,SLEEP_POD_SUEDE,11197
top3_sizes,3,SNACKPACK_CHOCOLATE,9670
top3_sizes,3,SNACKPACK_PISTACHIO,6570
top3_sizes,3,SNACKPACK_RASPBERRY,10530
top3_sizes,3,SNACKPACK_STRAWBERRY,2710
top3_sizes,3,SNACKPACK_VANILLA,7334
top3_sizes,3,TRANSLATOR_ASTRO_BLACK,8967
top3_sizes,3,TRANSLATOR_ECLIPSE_CHARCOAL,13679
top3_sizes,3,TRANSLATOR_GRAPHITE_MIST,3246
top3_sizes,3,TRANSLATOR_SPACE_GRAY,0
top3_sizes,3,TRANSLATOR_VOID_BLUE,6956
top3_sizes,3,UV_VISOR_AMBER,10176
top3_sizes,3,UV_VISOR_MAGENTA,10135
top3_sizes,3,UV_VISOR_ORANGE,4989
top3_sizes,3,UV_VISOR_RED,3688
top3_sizes,3,UV_VISOR_YELLOW,8065
top3_sizes,4,GALAXY_SOUNDS_BLACK_HOLES,15710
top3_sizes,4,GALAXY_SOUNDS_DARK_MATTER,17479
top3_sizes,4,GALAXY_SOUNDS_PLANETARY_RINGS,6740
top3_sizes,4,GALAXY_SOUNDS_SOLAR_FLAMES,16360
top3_sizes,4,GALAXY_SOUNDS_SOLAR_WINDS,11785
top3_sizes,4,MICROCHIP_CIRCLE,11709
top3_sizes,4,MICROCHIP_OVAL,18905
top3_sizes,4,MICROCHIP_RECTANGLE,19251
top3_sizes,4,MICROCHIP_SQUARE,-20836
top3_sizes,4,MICROCHIP_TRIANGLE,14252
top3_sizes,4,OXYGEN_SHAKE_CHOCOLATE,5335
top3_sizes,4,OXYGEN_SHAKE_EVENING_BREATH,12376
top3_sizes,4,OXYGEN_SHAKE_GARLIC,21387
top3_sizes,4,OXYGEN_SHAKE_MINT,0
top3_sizes,4,OXYGEN_SHAKE_MORNING_BREATH,3406
top3_sizes,4,PANEL_1X2,0
top3_sizes,4,PANEL_1X4,9532
top3_sizes,4,PANEL_2X2,1919
top3_sizes,4,PANEL_2X4,11239
top3_sizes,4,PANEL_4X4,0
top3_sizes,4,PEBBLES_L,1635
top3_sizes,4,PEBBLES_M,0
top3_sizes,4,PEBBLES_S,23192
top3_sizes,4,PEBBLES_XL,68520
top3_sizes,4,PEBBLES_XS,12280
top3_sizes,4,ROBOT_DISHES,-2119
top3_sizes,4,ROBOT_IRONING,-2050
top3_sizes,4,ROBOT_LAUNDRY,3695
top3_sizes,4,ROBOT_MOPPING,7796
top3_sizes,4,ROBOT_VACUUMING,-3122
top3_sizes,4,SLEEP_POD_COTTON,8535
top3_sizes,4,SLEEP_POD_LAMB_WOOL,19185
top3_sizes,4,SLEEP_POD_NYLON,5290
top3_sizes,4,SLEEP_POD_POLYESTER,6254
top3_sizes,4,SLEEP_POD_SUEDE,-3255
top3_sizes,4,SNACKPACK_CHOCOLATE,6019
top3_sizes,4,SNACKPACK_PISTACHIO,762
top3_sizes,4,SNACKPACK_RASPBERRY,10055
top3_sizes,4,SNACKPACK_STRAWBERRY,3414
top3_sizes,4,SNACKPACK_VANILLA,7290
top3_sizes,4,TRANSLATOR_ASTRO_BLACK,2997
top3_sizes,4,TRANSLATOR_ECLIPSE_CHARCOAL,13841
top3_sizes,4,TRANSLATOR_GRAPHITE_MIST,18999
top3_sizes,4,TRANSLATOR_SPACE_GRAY,0
top3_sizes,4,TRANSLATOR_VOID_BLUE,5676
top3_sizes,4,UV_VISOR_AMBER,1640
top3_sizes,4,UV_VISOR_MAGENTA,5665
top3_sizes,4,UV_VISOR_ORANGE,15240
top3_sizes,4,UV_VISOR_RED,5432
top3_sizes,4,UV_VISOR_YELLOW,5360
top3_sizes_plus_laundry,2,GALAXY_SOUNDS_BLACK_HOLES,16489
top3_sizes_plus_laundry,2,GALAXY_SOUNDS_DARK_MATTER,5538
top3_sizes_plus_laundry,2,GALAXY_SOUNDS_PLANETARY_RINGS,23295
top3_sizes_plus_laundry,2,GALAXY_SOUNDS_SOLAR_FLAMES,18066
top3_sizes_plus_laundry,2,GALAXY_SOUNDS_SOLAR_WINDS,965
top3_sizes_plus_laundry,2,MICROCHIP_CIRCLE,523
top3_sizes_plus_laundry,2,MICROCHIP_OVAL,5618
top3_sizes_plus_laundry,2,MICROCHIP_RECTANGLE,16141
top3_sizes_plus_laundry,2,MICROCHIP_SQUARE,24261
top3_sizes_plus_laundry,2,MICROCHIP_TRIANGLE,6325
top3_sizes_plus_laundry,2,OXYGEN_SHAKE_CHOCOLATE,9314
top3_sizes_plus_laundry,2,OXYGEN_SHAKE_EVENING_BREATH,2117
top3_sizes_plus_laundry,2,OXYGEN_SHAKE_GARLIC,19621
top3_sizes_plus_laundry,2,OXYGEN_SHAKE_MINT,0
top3_sizes_plus_laundry,2,OXYGEN_SHAKE_MORNING_BREATH,8368
top3_sizes_plus_laundry,2,PANEL_1X2,0
top3_sizes_plus_laundry,2,PANEL_1X4,16825
top3_sizes_plus_laundry,2,PANEL_2X2,7060
top3_sizes_plus_laundry,2,PANEL_2X4,4812
top3_sizes_plus_laundry,2,PANEL_4X4,0
top3_sizes_plus_laundry,2,PEBBLES_L,20786
top3_sizes_plus_laundry,2,PEBBLES_M,0
top3_sizes_plus_laundry,2,PEBBLES_S,20129
top3_sizes_plus_laundry,2,PEBBLES_XL,19620
top3_sizes_plus_laundry,2,PEBBLES_XS,9650
top3_sizes_plus_laundry,2,ROBOT_DISHES,8067
top3_sizes_plus_laundry,2,ROBOT_IRONING,4670
top3_sizes_plus_laundry,2,ROBOT_LAUNDRY,11939
top3_sizes_plus_laundry,2,ROBOT_MOPPING,4728
top3_sizes_plus_laundry,2,ROBOT_VACUUMING,-1758
top3_sizes_plus_laundry,2,SLEEP_POD_COTTON,13278
top3_sizes_plus_laundry,2,SLEEP_POD_LAMB_WOOL,7141
top3_sizes_plus_laundry,2,SLEEP_POD_NYLON,2191
top3_sizes_plus_laundry,2,SLEEP_POD_POLYESTER,17615
top3_sizes_plus_laundry,2,SLEEP_POD_SUEDE,10064
top3_sizes_plus_laundry,2,SNACKPACK_CHOCOLATE,4884
top3_sizes_plus_laundry,2,SNACKPACK_PISTACHIO,7750
top3_sizes_plus_laundry,2,SNACKPACK_RASPBERRY,13450
top3_sizes_plus_laundry,2,SNACKPACK_STRAWBERRY,2606
top3_sizes_plus_laundry,2,SNACKPACK_VANILLA,6080
top3_sizes_plus_laundry,2,TRANSLATOR_ASTRO_BLACK,-1136
top3_sizes_plus_laundry,2,TRANSLATOR_ECLIPSE_CHARCOAL,-2587
top3_sizes_plus_laundry,2,TRANSLATOR_GRAPHITE_MIST,226
top3_sizes_plus_laundry,2,TRANSLATOR_SPACE_GRAY,0
top3_sizes_plus_laundry,2,TRANSLATOR_VOID_BLUE,5339
top3_sizes_plus_laundry,2,UV_VISOR_AMBER,13933
top3_sizes_plus_laundry,2,UV_VISOR_MAGENTA,17813
top3_sizes_plus_laundry,2,UV_VISOR_ORANGE,5338
top3_sizes_plus_laundry,2,UV_VISOR_RED,7582
top3_sizes_plus_laundry,2,UV_VISOR_YELLOW,4356
top3_sizes_plus_laundry,3,GALAXY_SOUNDS_BLACK_HOLES,6391
top3_sizes_plus_laundry,3,GALAXY_SOUNDS_DARK_MATTER,1162
top3_sizes_plus_laundry,3,GALAXY_SOUNDS_PLANETARY_RINGS,-389
top3_sizes_plus_laundry,3,GALAXY_SOUNDS_SOLAR_FLAMES,9240
top3_sizes_plus_laundry,3,GALAXY_SOUNDS_SOLAR_WINDS,13780
top3_sizes_plus_laundry,3,MICROCHIP_CIRCLE,-862
top3_sizes_plus_laundry,3,MICROCHIP_OVAL,18822
top3_sizes_plus_laundry,3,MICROCHIP_RECTANGLE,3904
top3_sizes_plus_laundry,3,MICROCHIP_SQUARE,32872
top3_sizes_plus_laundry,3,MICROCHIP_TRIANGLE,10233
top3_sizes_plus_laundry,3,OXYGEN_SHAKE_CHOCOLATE,10434
top3_sizes_plus_laundry,3,OXYGEN_SHAKE_EVENING_BREATH,7882
top3_sizes_plus_laundry,3,OXYGEN_SHAKE_GARLIC,-1318
top3_sizes_plus_laundry,3,OXYGEN_SHAKE_MINT,0
top3_sizes_plus_laundry,3,OXYGEN_SHAKE_MORNING_BREATH,8159
top3_sizes_plus_laundry,3,PANEL_1X2,0
top3_sizes_plus_laundry,3,PANEL_1X4,4839
top3_sizes_plus_laundry,3,PANEL_2X2,5525
top3_sizes_plus_laundry,3,PANEL_2X4,6302
top3_sizes_plus_laundry,3,PANEL_4X4,0
top3_sizes_plus_laundry,3,PEBBLES_L,3870
top3_sizes_plus_laundry,3,PEBBLES_M,0
top3_sizes_plus_laundry,3,PEBBLES_S,5188
top3_sizes_plus_laundry,3,PEBBLES_XL,38715
top3_sizes_plus_laundry,3,PEBBLES_XS,9490
top3_sizes_plus_laundry,3,ROBOT_DISHES,10932
top3_sizes_plus_laundry,3,ROBOT_IRONING,20920
top3_sizes_plus_laundry,3,ROBOT_LAUNDRY,4651
top3_sizes_plus_laundry,3,ROBOT_MOPPING,-4805
top3_sizes_plus_laundry,3,ROBOT_VACUUMING,13873
top3_sizes_plus_laundry,3,SLEEP_POD_COTTON,10402
top3_sizes_plus_laundry,3,SLEEP_POD_LAMB_WOOL,6585
top3_sizes_plus_laundry,3,SLEEP_POD_NYLON,7216
top3_sizes_plus_laundry,3,SLEEP_POD_POLYESTER,-238
top3_sizes_plus_laundry,3,SLEEP_POD_SUEDE,11197
top3_sizes_plus_laundry,3,SNACKPACK_CHOCOLATE,9670
top3_sizes_plus_laundry,3,SNACKPACK_PISTACHIO,6570
top3_sizes_plus_laundry,3,SNACKPACK_RASPBERRY,10530
top3_sizes_plus_laundry,3,SNACKPACK_STRAWBERRY,2710
top3_sizes_plus_laundry,3,SNACKPACK_VANILLA,7334
top3_sizes_plus_laundry,3,TRANSLATOR_ASTRO_BLACK,8967
top3_sizes_plus_laundry,3,TRANSLATOR_ECLIPSE_CHARCOAL,13679
top3_sizes_plus_laundry,3,TRANSLATOR_GRAPHITE_MIST,3246
top3_sizes_plus_laundry,3,TRANSLATOR_SPACE_GRAY,0
top3_sizes_plus_laundry,3,TRANSLATOR_VOID_BLUE,6956
top3_sizes_plus_laundry,3,UV_VISOR_AMBER,10176
top3_sizes_plus_laundry,3,UV_VISOR_MAGENTA,10135
top3_sizes_plus_laundry,3,UV_VISOR_ORANGE,4989
top3_sizes_plus_laundry,3,UV_VISOR_RED,3688
top3_sizes_plus_laundry,3,UV_VISOR_YELLOW,8065
top3_sizes_plus_laundry,4,GALAXY_SOUNDS_BLACK_HOLES,15710
top3_sizes_plus_laundry,4,GALAXY_SOUNDS_DARK_MATTER,17479
top3_sizes_plus_laundry,4,GALAXY_SOUNDS_PLANETARY_RINGS,6740
top3_sizes_plus_laundry,4,GALAXY_SOUNDS_SOLAR_FLAMES,16360
top3_sizes_plus_laundry,4,GALAXY_SOUNDS_SOLAR_WINDS,11785
top3_sizes_plus_laundry,4,MICROCHIP_CIRCLE,11709
top3_sizes_plus_laundry,4,MICROCHIP_OVAL,18905
top3_sizes_plus_laundry,4,MICROCHIP_RECTANGLE,19251
top3_sizes_plus_laundry,4,MICROCHIP_SQUARE,-20836
top3_sizes_plus_laundry,4,MICROCHIP_TRIANGLE,14252
top3_sizes_plus_laundry,4,OXYGEN_SHAKE_CHOCOLATE,5335
top3_sizes_plus_laundry,4,OXYGEN_SHAKE_EVENING_BREATH,12376
top3_sizes_plus_laundry,4,OXYGEN_SHAKE_GARLIC,21387
top3_sizes_plus_laundry,4,OXYGEN_SHAKE_MINT,0
top3_sizes_plus_laundry,4,OXYGEN_SHAKE_MORNING_BREATH,3406
top3_sizes_plus_laundry,4,PANEL_1X2,0
top3_sizes_plus_laundry,4,PANEL_1X4,9532
top3_sizes_plus_laundry,4,PANEL_2X2,1919
top3_sizes_plus_laundry,4,PANEL_2X4,11239
top3_sizes_plus_laundry,4,PANEL_4X4,0
top3_sizes_plus_laundry,4,PEBBLES_L,1635
top3_sizes_plus_laundry,4,PEBBLES_M,0
top3_sizes_plus_laundry,4,PEBBLES_S,23192
top3_sizes_plus_laundry,4,PEBBLES_XL,68520
top3_sizes_plus_laundry,4,PEBBLES_XS,12280
top3_sizes_plus_laundry,4,ROBOT_DISHES,-2119
top3_sizes_plus_laundry,4,ROBOT_IRONING,-2050
top3_sizes_plus_laundry,4,ROBOT_LAUNDRY,5656
top3_sizes_plus_laundry,4,ROBOT_MOPPING,7796
top3_sizes_plus_laundry,4,ROBOT_VACUUMING,-3122
top3_sizes_plus_laundry,4,SLEEP_POD_COTTON,8535
top3_sizes_plus_laundry,4,SLEEP_POD_LAMB_WOOL,19185
top3_sizes_plus_laundry,4,SLEEP_POD_NYLON,5290
top3_sizes_plus_laundry,4,SLEEP_POD_POLYESTER,6254
top3_sizes_plus_laundry,4,SLEEP_POD_SUEDE,-3255
top3_sizes_plus_laundry,4,SNACKPACK_CHOCOLATE,6019
top3_sizes_plus_laundry,4,SNACKPACK_PISTACHIO,762
top3_sizes_plus_laundry,4,SNACKPACK_RASPBERRY,10055
top3_sizes_plus_laundry,4,SNACKPACK_STRAWBERRY,3414
top3_sizes_plus_laundry,4,SNACKPACK_VANILLA,7290
top3_sizes_plus_laundry,4,TRANSLATOR_ASTRO_BLACK,2997
top3_sizes_plus_laundry,4,TRANSLATOR_ECLIPSE_CHARCOAL,13841
top3_sizes_plus_laundry,4,TRANSLATOR_GRAPHITE_MIST,18999
top3_sizes_plus_laundry,4,TRANSLATOR_SPACE_GRAY,0
top3_sizes_plus_laundry,4,TRANSLATOR_VOID_BLUE,5676
top3_sizes_plus_laundry,4,UV_VISOR_AMBER,1640
top3_sizes_plus_laundry,4,UV_VISOR_MAGENTA,5665
top3_sizes_plus_laundry,4,UV_VISOR_ORANGE,15240
top3_sizes_plus_laundry,4,UV_VISOR_RED,5432
top3_sizes_plus_laundry,4,UV_VISOR_YELLOW,5360
top2_plus_laundry,2,GALAXY_SOUNDS_BLACK_HOLES,16489
top2_plus_laundry,2,GALAXY_SOUNDS_DARK_MATTER,5538
top2_plus_laundry,2,GALAXY_SOUNDS_PLANETARY_RINGS,23295
top2_plus_laundry,2,GALAXY_SOUNDS_SOLAR_FLAMES,18066
top2_plus_laundry,2,GALAXY_SOUNDS_SOLAR_WINDS,965
top2_plus_laundry,2,MICROCHIP_CIRCLE,523
top2_plus_laundry,2,MICROCHIP_OVAL,5618
top2_plus_laundry,2,MICROCHIP_RECTANGLE,16141
top2_plus_laundry,2,MICROCHIP_SQUARE,24261
top2_plus_laundry,2,MICROCHIP_TRIANGLE,6325
top2_plus_laundry,2,OXYGEN_SHAKE_CHOCOLATE,9314
top2_plus_laundry,2,OXYGEN_SHAKE_EVENING_BREATH,2117
top2_plus_laundry,2,OXYGEN_SHAKE_GARLIC,19621
top2_plus_laundry,2,OXYGEN_SHAKE_MINT,0
top2_plus_laundry,2,OXYGEN_SHAKE_MORNING_BREATH,4125
top2_plus_laundry,2,PANEL_1X2,0
