case,kind,product_under_test,param,day,product,pnl
global_size_4,global_size,,4,4,SNACKPACK_CHOCOLATE,6019
global_size_4,global_size,,4,4,SNACKPACK_PISTACHIO,762
global_size_4,global_size,,4,4,SNACKPACK_RASPBERRY,10055
global_size_4,global_size,,4,4,SNACKPACK_STRAWBERRY,3414
global_size_4,global_size,,4,4,SNACKPACK_VANILLA,7290
global_size_4,global_size,,4,4,TRANSLATOR_ASTRO_BLACK,2997
global_size_4,global_size,,4,4,TRANSLATOR_ECLIPSE_CHARCOAL,13841
global_size_4,global_size,,4,4,TRANSLATOR_GRAPHITE_MIST,18999
global_size_4,global_size,,4,4,TRANSLATOR_SPACE_GRAY,0
global_size_4,global_size,,4,4,TRANSLATOR_VOID_BLUE,5676
global_size_4,global_size,,4,4,UV_VISOR_AMBER,1640
global_size_4,global_size,,4,4,UV_VISOR_MAGENTA,5665
global_size_4,global_size,,4,4,UV_VISOR_ORANGE,9666
global_size_4,global_size,,4,4,UV_VISOR_RED,5432
global_size_4,global_size,,4,4,UV_VISOR_YELLOW,5360
global_size_2,global_size,,2,2,GALAXY_SOUNDS_BLACK_HOLES,16392
global_size_2,global_size,,2,2,GALAXY_SOUNDS_DARK_MATTER,5538
global_size_2,global_size,,2,2,GALAXY_SOUNDS_PLANETARY_RINGS,22170
global_size_2,global_size,,2,2,GALAXY_SOUNDS_SOLAR_FLAMES,18066
global_size_2,global_size,,2,2,GALAXY_SOUNDS_SOLAR_WINDS,965
global_size_2,global_size,,2,2,MICROCHIP_CIRCLE,-275
global_size_2,global_size,,2,2,MICROCHIP_OVAL,5716
global_size_2,global_size,,2,2,MICROCHIP_RECTANGLE,16141
global_size_2,global_size,,2,2,MICROCHIP_SQUARE,24286
global_size_2,global_size,,2,2,MICROCHIP_TRIANGLE,6325
global_size_2,global_size,,2,2,OXYGEN_SHAKE_CHOCOLATE,11410
global_size_2,global_size,,2,2,OXYGEN_SHAKE_EVENING_BREATH,274
global_size_2,global_size,,2,2,OXYGEN_SHAKE_GARLIC,20364
global_size_2,global_size,,2,2,OXYGEN_SHAKE_MINT,0
global_size_2,global_size,,2,2,OXYGEN_SHAKE_MORNING_BREATH,4437
global_size_2,global_size,,2,2,PANEL_1X2,0
global_size_2,global_size,,2,2,PANEL_1X4,15586
global_size_2,global_size,,2,2,PANEL_2X2,7060
global_size_2,global_size,,2,2,PANEL_2X4,4362
global_size_2,global_size,,2,2,PANEL_4X4,0
global_size_2,global_size,,2,2,PEBBLES_L,20786
global_size_2,global_size,,2,2,PEBBLES_M,0
global_size_2,global_size,,2,2,PEBBLES_S,11168
global_size_2,global_size,,2,2,PEBBLES_XL,19620
global_size_2,global_size,,2,2,PEBBLES_XS,9650
global_size_2,global_size,,2,2,ROBOT_DISHES,8083
global_size_2,global_size,,2,2,ROBOT_IRONING,4870
global_size_2,global_size,,2,2,ROBOT_LAUNDRY,6149
global_size_2,global_size,,2,2,ROBOT_MOPPING,4728
global_size_2,global_size,,2,2,ROBOT_VACUUMING,-1758
global_size_2,global_size,,2,2,SLEEP_POD_COTTON,13278
global_size_2,global_size,,2,2,SLEEP_POD_LAMB_WOOL,7141
global_size_2,global_size,,2,2,SLEEP_POD_NYLON,-115
global_size_2,global_size,,2,2,SLEEP_POD_POLYESTER,17615
global_size_2,global_size,,2,2,SLEEP_POD_SUEDE,9528
global_size_2,global_size,,2,2,SNACKPACK_CHOCOLATE,2917
global_size_2,global_size,,2,2,SNACKPACK_PISTACHIO,7750
global_size_2,global_size,,2,2,SNACKPACK_RASPBERRY,13450
global_size_2,global_size,,2,2,SNACKPACK_STRAWBERRY,1931
global_size_2,global_size,,2,2,SNACKPACK_VANILLA,6080
global_size_2,global_size,,2,2,TRANSLATOR_ASTRO_BLACK,-1283
global_size_2,global_size,,2,2,TRANSLATOR_ECLIPSE_CHARCOAL,-2587
global_size_2,global_size,,2,2,TRANSLATOR_GRAPHITE_MIST,226
global_size_2,global_size,,2,2,TRANSLATOR_SPACE_GRAY,0
global_size_2,global_size,,2,2,TRANSLATOR_VOID_BLUE,5339
global_size_2,global_size,,2,2,UV_VISOR_AMBER,13983
global_size_2,global_size,,2,2,UV_VISOR_MAGENTA,17813
global_size_2,global_size,,2,2,UV_VISOR_ORANGE,5237
global_size_2,global_size,,2,2,UV_VISOR_RED,6126
global_size_2,global_size,,2,2,UV_VISOR_YELLOW,4356
global_size_2,global_size,,2,3,GALAXY_SOUNDS_BLACK_HOLES,6440
global_size_2,global_size,,2,3,GALAXY_SOUNDS_DARK_MATTER,1162
global_size_2,global_size,,2,3,GALAXY_SOUNDS_PLANETARY_RINGS,-1410
global_size_2,global_size,,2,3,GALAXY_SOUNDS_SOLAR_FLAMES,9240
global_size_2,global_size,,2,3,GALAXY_SOUNDS_SOLAR_WINDS,13780
global_size_2,global_size,,2,3,MICROCHIP_CIRCLE,624
global_size_2,global_size,,2,3,MICROCHIP_OVAL,18888
global_size_2,global_size,,2,3,MICROCHIP_RECTANGLE,3904
global_size_2,global_size,,2,3,MICROCHIP_SQUARE,32561
global_size_2,global_size,,2,3,MICROCHIP_TRIANGLE,10233
global_size_2,global_size,,2,3,OXYGEN_SHAKE_CHOCOLATE,5072
global_size_2,global_size,,2,3,OXYGEN_SHAKE_EVENING_BREATH,10102
global_size_2,global_size,,2,3,OXYGEN_SHAKE_GARLIC,-1204
global_size_2,global_size,,2,3,OXYGEN_SHAKE_MINT,0
global_size_2,global_size,,2,3,OXYGEN_SHAKE_MORNING_BREATH,5685
global_size_2,global_size,,2,3,PANEL_1X2,0
global_size_2,global_size,,2,3,PANEL_1X4,3933
global_size_2,global_size,,2,3,PANEL_2X2,5525
global_size_2,global_size,,2,3,PANEL_2X4,6301
global_size_2,global_size,,2,3,PANEL_4X4,0
global_size_2,global_size,,2,3,PEBBLES_L,3870
global_size_2,global_size,,2,3,PEBBLES_M,0
global_size_2,global_size,,2,3,PEBBLES_S,2418
global_size_2,global_size,,2,3,PEBBLES_XL,38715
global_size_2,global_size,,2,3,PEBBLES_XS,9490
global_size_2,global_size,,2,3,ROBOT_DISHES,3604
global_size_2,global_size,,2,3,ROBOT_IRONING,20990
global_size_2,global_size,,2,3,ROBOT_LAUNDRY,4835
global_size_2,global_size,,2,3,ROBOT_MOPPING,-4805
global_size_2,global_size,,2,3,ROBOT_VACUUMING,13873
global_size_2,global_size,,2,3,SLEEP_POD_COTTON,10402
global_size_2,global_size,,2,3,SLEEP_POD_LAMB_WOOL,6585
global_size_2,global_size,,2,3,SLEEP_POD_NYLON,8798
global_size_2,global_size,,2,3,SLEEP_POD_POLYESTER,-238
global_size_2,global_size,,2,3,SLEEP_POD_SUEDE,11270
global_size_2,global_size,,2,3,SNACKPACK_CHOCOLATE,7686
global_size_2,global_size,,2,3,SNACKPACK_PISTACHIO,6570
global_size_2,global_size,,2,3,SNACKPACK_RASPBERRY,10530
global_size_2,global_size,,2,3,SNACKPACK_STRAWBERRY,5116
global_size_2,global_size,,2,3,SNACKPACK_VANILLA,7334
global_size_2,global_size,,2,3,TRANSLATOR_ASTRO_BLACK,8630
global_size_2,global_size,,2,3,TRANSLATOR_ECLIPSE_CHARCOAL,13679
global_size_2,global_size,,2,3,TRANSLATOR_GRAPHITE_MIST,3246
global_size_2,global_size,,2,3,TRANSLATOR_SPACE_GRAY,0
global_size_2,global_size,,2,3,TRANSLATOR_VOID_BLUE,6956
global_size_2,global_size,,2,3,UV_VISOR_AMBER,9532
global_size_2,global_size,,2,3,UV_VISOR_MAGENTA,10135
global_size_2,global_size,,2,3,UV_VISOR_ORANGE,2960
global_size_2,global_size,,2,3,UV_VISOR_RED,3678
global_size_2,global_size,,2,3,UV_VISOR_YELLOW,8065
global_size_2,global_size,,2,4,GALAXY_SOUNDS_BLACK_HOLES,15704
global_size_2,global_size,,2,4,GALAXY_SOUNDS_DARK_MATTER,17479
global_size_2,global_size,,2,4,GALAXY_SOUNDS_PLANETARY_RINGS,-1862
global_size_2,global_size,,2,4,GALAXY_SOUNDS_SOLAR_FLAMES,16360
global_size_2,global_size,,2,4,GALAXY_SOUNDS_SOLAR_WINDS,11785
global_size_2,global_size,,2,4,MICROCHIP_CIRCLE,12611
global_size_2,global_size,,2,4,MICROCHIP_OVAL,18767
global_size_2,global_size,,2,4,MICROCHIP_RECTANGLE,19251
global_size_2,global_size,,2,4,MICROCHIP_SQUARE,-21013
global_size_2,global_size,,2,4,MICROCHIP_TRIANGLE,14252
global_size_2,global_size,,2,4,OXYGEN_SHAKE_CHOCOLATE,6073
global_size_2,global_size,,2,4,OXYGEN_SHAKE_EVENING_BREATH,9062
global_size_2,global_size,,2,4,OXYGEN_SHAKE_GARLIC,21633
global_size_2,global_size,,2,4,OXYGEN_SHAKE_MINT,0
global_size_2,global_size,,2,4,OXYGEN_SHAKE_MORNING_BREATH,6530
global_size_2,global_size,,2,4,PANEL_1X2,0
global_size_2,global_size,,2,4,PANEL_1X4,6172
global_size_2,global_size,,2,4,PANEL_2X2,1919
global_size_2,global_size,,2,4,PANEL_2X4,12089
global_size_2,global_size,,2,4,PANEL_4X4,0
global_size_2,global_size,,2,4,PEBBLES_L,1635
global_size_2,global_size,,2,4,PEBBLES_M,0
global_size_2,global_size,,2,4,PEBBLES_S,9357
global_size_2,global_size,,2,4,PEBBLES_XL,68520
global_size_2,global_size,,2,4,PEBBLES_XS,12280
global_size_2,global_size,,2,4,ROBOT_DISHES,-4840
global_size_2,global_size,,2,4,ROBOT_IRONING,-1510
global_size_2,global_size,,2,4,ROBOT_LAUNDRY,3695
global_size_2,global_size,,2,4,ROBOT_MOPPING,7796
global_size_2,global_size,,2,4,ROBOT_VACUUMING,-3122
global_size_2,global_size,,2,4,SLEEP_POD_COTTON,8535
global_size_2,global_size,,2,4,SLEEP_POD_LAMB_WOOL,19185
global_size_2,global_size,,2,4,SLEEP_POD_NYLON,5534
global_size_2,global_size,,2,4,SLEEP_POD_POLYESTER,6254
global_size_2,global_size,,2,4,SLEEP_POD_SUEDE,-3813
global_size_2,global_size,,2,4,SNACKPACK_CHOCOLATE,3658
global_size_2,global_size,,2,4,SNACKPACK_PISTACHIO,762
global_size_2,global_size,,2,4,SNACKPACK_RASPBERRY,10055
global_size_2,global_size,,2,4,SNACKPACK_STRAWBERRY,2738
global_size_2,global_size,,2,4,SNACKPACK_VANILLA,7290
global_size_2,global_size,,2,4,TRANSLATOR_ASTRO_BLACK,3401
global_size_2,global_size,,2,4,TRANSLATOR_ECLIPSE_CHARCOAL,13841
global_size_2,global_size,,2,4,TRANSLATOR_GRAPHITE_MIST,18999
global_size_2,global_size,,2,4,TRANSLATOR_SPACE_GRAY,0
global_size_2,global_size,,2,4,TRANSLATOR_VOID_BLUE,5676
global_size_2,global_size,,2,4,UV_VISOR_AMBER,604
global_size_2,global_size,,2,4,UV_VISOR_MAGENTA,5665
global_size_2,global_size,,2,4,UV_VISOR_ORANGE,7326
global_size_2,global_size,,2,4,UV_VISOR_RED,5128
global_size_2,global_size,,2,4,UV_VISOR_YELLOW,5360
global_size_3,global_size,,3,2,GALAXY_SOUNDS_BLACK_HOLES,16600
global_size_3,global_size,,3,2,GALAXY_SOUNDS_DARK_MATTER,5538
global_size_3,global_size,,3,2,GALAXY_SOUNDS_PLANETARY_RINGS,23029
global_size_3,global_size,,3,2,GALAXY_SOUNDS_SOLAR_FLAMES,18066
global_size_3,global_size,,3,2,GALAXY_SOUNDS_SOLAR_WINDS,965
global_size_3,global_size,,3,2,MICROCHIP_CIRCLE,523
global_size_3,global_size,,3,2,MICROCHIP_OVAL,5618
global_size_3,global_size,,3,2,MICROCHIP_RECTANGLE,16141
global_size_3,global_size,,3,2,MICROCHIP_SQUARE,24261
global_size_3,global_size,,3,2,MICROCHIP_TRIANGLE,6325
global_size_3,global_size,,3,2,OXYGEN_SHAKE_CHOCOLATE,9863
global_size_3,global_size,,3,2,OXYGEN_SHAKE_EVENING_BREATH,1062
global_size_3,global_size,,3,2,OXYGEN_SHAKE_GARLIC,19861
global_size_3,global_size,,3,2,OXYGEN_SHAKE_MINT,0
global_size_3,global_size,,3,2,OXYGEN_SHAKE_MORNING_BREATH,3665
global_size_3,global_size,,3,2,PANEL_1X2,0
global_size_3,global_size,,3,2,PANEL_1X4,15419
global_size_3,global_size,,3,2,PANEL_2X2,7060
global_size_3,global_size,,3,2,PANEL_2X4,4471
global_size_3,global_size,,3,2,PANEL_4X4,0
global_size_3,global_size,,3,2,PEBBLES_L,20786
global_size_3,global_size,,3,2,PEBBLES_M,0
global_size_3,global_size,,3,2,PEBBLES_S,18297
global_size_3,global_size,,3,2,PEBBLES_XL,19620
global_size_3,global_size,,3,2,PEBBLES_XS,9650
global_size_3,global_size,,3,2,ROBOT_DISHES,8561
global_size_3,global_size,,3,2,ROBOT_IRONING,4770
global_size_3,global_size,,3,2,ROBOT_LAUNDRY,6149
global_size_3,global_size,,3,2,ROBOT_MOPPING,4728
global_size_3,global_size,,3,2,ROBOT_VACUUMING,-1758
global_size_3,global_size,,3,2,SLEEP_POD_COTTON,13278
global_size_3,global_size,,3,2,SLEEP_POD_LAMB_WOOL,7141
global_size_3,global_size,,3,2,SLEEP_POD_NYLON,1559
global_size_3,global_size,,3,2,SLEEP_POD_POLYESTER,17615
global_size_3,global_size,,3,2,SLEEP_POD_SUEDE,9883
global_size_3,global_size,,3,2,SNACKPACK_CHOCOLATE,5157
global_size_3,global_size,,3,2,SNACKPACK_PISTACHIO,7750
global_size_3,global_size,,3,2,SNACKPACK_RASPBERRY,13450
global_size_3,global_size,,3,2,SNACKPACK_STRAWBERRY,1977
global_size_3,global_size,,3,2,SNACKPACK_VANILLA,6080
global_size_3,global_size,,3,2,TRANSLATOR_ASTRO_BLACK,-1151
global_size_3,global_size,,3,2,TRANSLATOR_ECLIPSE_CHARCOAL,-2587
global_size_3,global_size,,3,2,TRANSLATOR_GRAPHITE_MIST,226
global_size_3,global_size,,3,2,TRANSLATOR_SPACE_GRAY,0
global_size_3,global_size,,3,2,TRANSLATOR_VOID_BLUE,5339
global_size_3,global_size,,3,2,UV_VISOR_AMBER,13993
global_size_3,global_size,,3,2,UV_VISOR_MAGENTA,17813
global_size_3,global_size,,3,2,UV_VISOR_ORANGE,4364
global_size_3,global_size,,3,2,UV_VISOR_RED,7057
global_size_3,global_size,,3,2,UV_VISOR_YELLOW,4356
global_size_3,global_size,,3,3,GALAXY_SOUNDS_BLACK_HOLES,6391
global_size_3,global_size,,3,3,GALAXY_SOUNDS_DARK_MATTER,1162
global_size_3,global_size,,3,3,GALAXY_SOUNDS_PLANETARY_RINGS,1311
global_size_3,global_size,,3,3,GALAXY_SOUNDS_SOLAR_FLAMES,9240
global_size_3,global_size,,3,3,GALAXY_SOUNDS_SOLAR_WINDS,13780
global_size_3,global_size,,3,3,MICROCHIP_CIRCLE,-862
global_size_3,global_size,,3,3,MICROCHIP_OVAL,18822
global_size_3,global_size,,3,3,MICROCHIP_RECTANGLE,3904
global_size_3,global_size,,3,3,MICROCHIP_SQUARE,32872
global_size_3,global_size,,3,3,MICROCHIP_TRIANGLE,10233
global_size_3,global_size,,3,3,OXYGEN_SHAKE_CHOCOLATE,8768
global_size_3,global_size,,3,3,OXYGEN_SHAKE_EVENING_BREATH,8114
global_size_3,global_size,,3,3,OXYGEN_SHAKE_GARLIC,-1318
global_size_3,global_size,,3,3,OXYGEN_SHAKE_MINT,0
global_size_3,global_size,,3,3,OXYGEN_SHAKE_MORNING_BREATH,3154
global_size_3,global_size,,3,3,PANEL_1X2,0
global_size_3,global_size,,3,3,PANEL_1X4,4152
global_size_3,global_size,,3,3,PANEL_2X2,5525
global_size_3,global_size,,3,3,PANEL_2X4,6302
global_size_3,global_size,,3,3,PANEL_4X4,0
global_size_3,global_size,,3,3,PEBBLES_L,3870
global_size_3,global_size,,3,3,PEBBLES_M,0
global_size_3,global_size,,3,3,PEBBLES_S,5557
global_size_3,global_size,,3,3,PEBBLES_XL,38715
global_size_3,global_size,,3,3,PEBBLES_XS,9490
global_size_3,global_size,,3,3,ROBOT_DISHES,8573
global_size_3,global_size,,3,3,ROBOT_IRONING,20970
global_size_3,global_size,,3,3,ROBOT_LAUNDRY,4835
global_size_3,global_size,,3,3,ROBOT_MOPPING,-4805
global_size_3,global_size,,3,3,ROBOT_VACUUMING,13873
global_size_3,global_size,,3,3,SLEEP_POD_COTTON,10402
global_size_3,global_size,,3,3,SLEEP_POD_LAMB_WOOL,6585
global_size_3,global_size,,3,3,SLEEP_POD_NYLON,8494
global_size_3,global_size,,3,3,SLEEP_POD_POLYESTER,-238
global_size_3,global_size,,3,3,SLEEP_POD_SUEDE,11197
global_size_3,global_size,,3,3,SNACKPACK_CHOCOLATE,9373
global_size_3,global_size,,3,3,SNACKPACK_PISTACHIO,6570
global_size_3,global_size,,3,3,SNACKPACK_RASPBERRY,10530
global_size_3,global_size,,3,3,SNACKPACK_STRAWBERRY,3797
global_size_3,global_size,,3,3,SNACKPACK_VANILLA,7334
global_size_3,global_size,,3,3,TRANSLATOR_ASTRO_BLACK,8790
global_size_3,global_size,,3,3,TRANSLATOR_ECLIPSE_CHARCOAL,13679
global_size_3,global_size,,3,3,TRANSLATOR_GRAPHITE_MIST,3246
global_size_3,global_size,,3,3,TRANSLATOR_SPACE_GRAY,0
global_size_3,global_size,,3,3,TRANSLATOR_VOID_BLUE,6956
global_size_3,global_size,,3,3,UV_VISOR_AMBER,9826
global_size_3,global_size,,3,3,UV_VISOR_MAGENTA,10135
global_size_3,global_size,,3,3,UV_VISOR_ORANGE,3368
global_size_3,global_size,,3,3,UV_VISOR_RED,3688
global_size_3,global_size,,3,3,UV_VISOR_YELLOW,8065
global_size_3,global_size,,3,4,GALAXY_SOUNDS_BLACK_HOLES,15709
global_size_3,global_size,,3,4,GALAXY_SOUNDS_DARK_MATTER,17479
global_size_3,global_size,,3,4,GALAXY_SOUNDS_PLANETARY_RINGS,-4354
global_size_3,global_size,,3,4,GALAXY_SOUNDS_SOLAR_FLAMES,16360
global_size_3,global_size,,3,4,GALAXY_SOUNDS_SOLAR_WINDS,11785
global_size_3,global_size,,3,4,MICROCHIP_CIRCLE,11709
global_size_3,global_size,,3,4,MICROCHIP_OVAL,18905
global_size_3,global_size,,3,4,MICROCHIP_RECTANGLE,19251
global_size_3,global_size,,3,4,MICROCHIP_SQUARE,-20836
global_size_3,global_size,,3,4,MICROCHIP_TRIANGLE,14252
global_size_3,global_size,,3,4,OXYGEN_SHAKE_CHOCOLATE,5716
global_size_3,global_size,,3,4,OXYGEN_SHAKE_EVENING_BREATH,12378
global_size_3,global_size,,3,4,OXYGEN_SHAKE_GARLIC,21486
global_size_3,global_size,,3,4,OXYGEN_SHAKE_MINT,0
