case,group,method,target,anchor,window,entry_z,total,day2,day3,day4,worst_day,positive_days,trades
tls__ROBOT_MOPPING__ROBOT_IRONING__w2000__z3.0,ROBOT,tls,ROBOT_MOPPING,ROBOT_IRONING,2000,3.0,-3395.0,2120.0,-1780.0,-3735.0,-3735.0,1,11
tls__ROBOT_VACUUMING__ROBOT_MOPPING__w2000__z2.5,ROBOT,tls,ROBOT_VACUUMING,ROBOT_MOPPING,2000,2.5,-1280.0,-2680.0,-3740.0,5140.0,-3740.0,1,29
tls__ROBOT_LAUNDRY__ROBOT_MOPPING__w1000__z3.0,ROBOT,tls,ROBOT_LAUNDRY,ROBOT_MOPPING,1000,3.0,1850.0,-870.0,-3750.0,6470.0,-3750.0,1,25
ols__SNACKPACK_RASPBERRY__SNACKPACK_CHOCOLATE__w500__z3.0,SNACKPACK,ols,SNACKPACK_RASPBERRY,SNACKPACK_CHOCOLATE,500,3.0,-6470.0,-2755.0,-3775.0,60.0,-3775.0,1,41
tls__ROBOT_LAUNDRY__ROBOT_MOPPING__w1000__z2.5,ROBOT,tls,ROBOT_LAUNDRY,ROBOT_MOPPING,1000,2.5,3310.0,-3810.0,-2650.0,9770.0,-3810.0,1,43
tls__MICROCHIP_TRIANGLE__MICROCHIP_SQUARE__w2000__z3.0,MICROCHIP,tls,MICROCHIP_TRIANGLE,MICROCHIP_SQUARE,2000,3.0,-3760.0,-2810.0,-3830.0,2880.0,-3830.0,1,10
ols__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_BLACK_HOLES__w2000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_BLACK_HOLES,2000,3.0,-5245.0,-3830.0,420.0,-1835.0,-3830.0,1,8
tls__SLEEP_POD_LAMB_WOOL__SLEEP_POD_POLYESTER__w2000__z3.0,SLEEP_POD,tls,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,2000,3.0,-4570.0,2170.0,-2900.0,-3840.0,-3840.0,1,12
tls__MICROCHIP_OVAL__MICROCHIP_TRIANGLE__w500__z2.5,MICROCHIP,tls,MICROCHIP_OVAL,MICROCHIP_TRIANGLE,500,2.5,1480.0,-800.0,6130.0,-3850.0,-3850.0,1,91
ols__SNACKPACK_RASPBERRY__SNACKPACK_VANILLA__w500__z3.0,SNACKPACK,ols,SNACKPACK_RASPBERRY,SNACKPACK_VANILLA,500,3.0,-2825.0,-2085.0,-3860.0,3120.0,-3860.0,1,39
ols__MICROCHIP_TRIANGLE__MICROCHIP_RECTANGLE__w2000__z3.0,MICROCHIP,ols,MICROCHIP_TRIANGLE,MICROCHIP_RECTANGLE,2000,3.0,-570.0,-2650.0,-3870.0,5950.0,-3870.0,1,5
tls__SNACKPACK_RASPBERRY__SNACKPACK_CHOCOLATE__w500__z3.0,SNACKPACK,tls,SNACKPACK_RASPBERRY,SNACKPACK_CHOCOLATE,500,3.0,-4480.0,290.0,-3870.0,-900.0,-3870.0,1,57
ols__ROBOT_DISHES__ROBOT_MOPPING__w500__z2.5,ROBOT,ols,ROBOT_DISHES,ROBOT_MOPPING,500,2.5,9375.0,-3880.0,-945.0,14200.0,-3880.0,1,76
ols__SNACKPACK_CHOCOLATE__SNACKPACK_STRAWBERRY__w500__z2.5,SNACKPACK,ols,SNACKPACK_CHOCOLATE,SNACKPACK_STRAWBERRY,500,2.5,-1550.0,2480.0,-3880.0,-150.0,-3880.0,1,68
ols__SNACKPACK_RASPBERRY__SNACKPACK_PISTACHIO__w1000__z3.0,SNACKPACK,ols,SNACKPACK_RASPBERRY,SNACKPACK_PISTACHIO,1000,3.0,-3615.0,795.0,-3900.0,-510.0,-3900.0,1,24
tls__SNACKPACK_PISTACHIO__SNACKPACK_VANILLA__w2000__z3.0,SNACKPACK,tls,SNACKPACK_PISTACHIO,SNACKPACK_VANILLA,2000,3.0,-1610.0,2360.0,-3940.0,-30.0,-3940.0,1,11
tls__SNACKPACK_CHOCOLATE__SNACKPACK_STRAWBERRY__w500__z2.5,SNACKPACK,tls,SNACKPACK_CHOCOLATE,SNACKPACK_STRAWBERRY,500,2.5,-4850.0,2130.0,-3040.0,-3940.0,-3940.0,1,93
tls__MICROCHIP_TRIANGLE__MICROCHIP_RECTANGLE__w2000__z2.5,MICROCHIP,tls,MICROCHIP_TRIANGLE,MICROCHIP_RECTANGLE,2000,2.5,3960.0,-3520.0,-3960.0,11440.0,-3960.0,1,26
ols__SNACKPACK_PISTACHIO__SNACKPACK_VANILLA__w500__z3.0,SNACKPACK,ols,SNACKPACK_PISTACHIO,SNACKPACK_VANILLA,500,3.0,-4860.0,-3960.0,-2680.0,1780.0,-3960.0,1,46
tls__SLEEP_POD_POLYESTER__SLEEP_POD_LAMB_WOOL__w1000__z3.0,SLEEP_POD,tls,SLEEP_POD_POLYESTER,SLEEP_POD_LAMB_WOOL,1000,3.0,2475.0,6700.0,-230.0,-3995.0,-3995.0,1,27
tls__MICROCHIP_RECTANGLE__MICROCHIP_CIRCLE__w500__z3.0,MICROCHIP,tls,MICROCHIP_RECTANGLE,MICROCHIP_CIRCLE,500,3.0,2760.0,7040.0,-4050.0,-230.0,-4050.0,1,65
tls__SNACKPACK_CHOCOLATE__SNACKPACK_RASPBERRY__w500__z2.5,SNACKPACK,tls,SNACKPACK_CHOCOLATE,SNACKPACK_RASPBERRY,500,2.5,-4040.0,1930.0,-1900.0,-4070.0,-4070.0,1,99
tls__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_SOLAR_WINDS__w1000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,1000,2.5,-1850.0,-4100.0,-2175.0,4425.0,-4100.0,1,54
tls__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_SOLAR_FLAMES__w500__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_FLAMES,500,3.0,-2990.0,4960.0,-3840.0,-4110.0,-4110.0,1,46
ols__ROBOT_MOPPING__ROBOT_VACUUMING__w2000__z3.0,ROBOT,ols,ROBOT_MOPPING,ROBOT_VACUUMING,2000,3.0,-4350.0,-3440.0,-4110.0,3200.0,-4110.0,1,9
ols__ROBOT_IRONING__ROBOT_MOPPING__w1000__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_MOPPING,1000,2.5,-6340.0,-3930.0,-4110.0,1700.0,-4110.0,1,33
ols__MICROCHIP_TRIANGLE__MICROCHIP_RECTANGLE__w500__z3.0,MICROCHIP,ols,MICROCHIP_TRIANGLE,MICROCHIP_RECTANGLE,500,3.0,-3030.0,2240.0,-4120.0,-1150.0,-4120.0,1,44
tls__SNACKPACK_STRAWBERRY__SNACKPACK_PISTACHIO__w2000__z2.5,SNACKPACK,tls,SNACKPACK_STRAWBERRY,SNACKPACK_PISTACHIO,2000,2.5,60.0,-4130.0,-1920.0,6110.0,-4130.0,1,25
ols__ROBOT_VACUUMING__ROBOT_MOPPING__w2000__z2.5,ROBOT,ols,ROBOT_VACUUMING,ROBOT_MOPPING,2000,2.5,-850.0,-4140.0,-1980.0,5270.0,-4140.0,1,16
tls__SLEEP_POD_LAMB_WOOL__SLEEP_POD_POLYESTER__w1000__z3.0,SLEEP_POD,tls,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,1000,3.0,-3930.0,1090.0,-880.0,-4140.0,-4140.0,1,27
ols__SNACKPACK_PISTACHIO__SNACKPACK_VANILLA__w1000__z2.5,SNACKPACK,ols,SNACKPACK_PISTACHIO,SNACKPACK_VANILLA,1000,2.5,-6280.0,-3020.0,-4140.0,880.0,-4140.0,1,36
tls__SNACKPACK_STRAWBERRY__SNACKPACK_PISTACHIO__w1000__z2.5,SNACKPACK,tls,SNACKPACK_STRAWBERRY,SNACKPACK_PISTACHIO,1000,2.5,-5780.0,-4150.0,-2990.0,1360.0,-4150.0,1,39
tls__SLEEP_POD_SUEDE__SLEEP_POD_NYLON__w2000__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_NYLON,2000,2.5,-6370.0,-4160.0,-2410.0,200.0,-4160.0,1,25
ols__MICROCHIP_OVAL__MICROCHIP_TRIANGLE__w500__z2.5,MICROCHIP,ols,MICROCHIP_OVAL,MICROCHIP_TRIANGLE,500,2.5,-5370.0,2410.0,-3610.0,-4170.0,-4170.0,1,68
ols__SLEEP_POD_COTTON__SLEEP_POD_SUEDE__w1000__z2.5,SLEEP_POD,ols,SLEEP_POD_COTTON,SLEEP_POD_SUEDE,1000,2.5,-3820.0,840.0,-480.0,-4180.0,-4180.0,1,30
tls__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_SOLAR_FLAMES__w1000__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,1000,3.0,-4900.0,-4210.0,-800.0,110.0,-4210.0,1,27
ols__SNACKPACK_VANILLA__SNACKPACK_RASPBERRY__w500__z2.5,SNACKPACK,ols,SNACKPACK_VANILLA,SNACKPACK_RASPBERRY,500,2.5,-5150.0,-4250.0,1150.0,-2050.0,-4250.0,1,64
tls__SLEEP_POD_SUEDE__SLEEP_POD_NYLON__w1000__z3.0,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_NYLON,1000,3.0,-3700.0,-4300.0,-3840.0,4440.0,-4300.0,1,30
ols__SLEEP_POD_NYLON__SLEEP_POD_SUEDE__w2000__z2.5,SLEEP_POD,ols,SLEEP_POD_NYLON,SLEEP_POD_SUEDE,2000,2.5,-4335.0,1250.0,-1275.0,-4310.0,-4310.0,1,18
tls__SLEEP_POD_COTTON__SLEEP_POD_POLYESTER__w2000__z3.0,SLEEP_POD,tls,SLEEP_POD_COTTON,SLEEP_POD_POLYESTER,2000,3.0,-5950.0,1950.0,-3590.0,-4310.0,-4310.0,1,11
ols__SLEEP_POD_LAMB_WOOL__SLEEP_POD_SUEDE__w2000__z3.0,SLEEP_POD,ols,SLEEP_POD_LAMB_WOOL,SLEEP_POD_SUEDE,2000,3.0,1410.0,7700.0,-1940.0,-4350.0,-4350.0,1,6
ols__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w2000__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,2000,2.5,-5430.0,-4380.0,-2090.0,1040.0,-4380.0,1,14
tls__SLEEP_POD_NYLON__SLEEP_POD_COTTON__w2000__z2.5,SLEEP_POD,tls,SLEEP_POD_NYLON,SLEEP_POD_COTTON,2000,2.5,-2155.0,2300.0,-4385.0,-70.0,-4385.0,1,25
tls__SNACKPACK_PISTACHIO__SNACKPACK_CHOCOLATE__w1000__z2.5,SNACKPACK,tls,SNACKPACK_PISTACHIO,SNACKPACK_CHOCOLATE,1000,2.5,-5870.0,-2020.0,-4410.0,560.0,-4410.0,1,46
ols__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_SOLAR_FLAMES__w2000__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES,2000,2.5,-2425.0,-800.0,2820.0,-4445.0,-4445.0,1,21
tls__MICROCHIP_CIRCLE__MICROCHIP_OVAL__w1000__z2.5,MICROCHIP,tls,MICROCHIP_CIRCLE,MICROCHIP_OVAL,1000,2.5,-5460.0,850.0,-1860.0,-4450.0,-4450.0,1,51
ols__SNACKPACK_RASPBERRY__SNACKPACK_PISTACHIO__w500__z3.0,SNACKPACK,ols,SNACKPACK_RASPBERRY,SNACKPACK_PISTACHIO,500,3.0,-2925.0,1675.0,-140.0,-4460.0,-4460.0,1,42
tls__ROBOT_MOPPING__ROBOT_VACUUMING__w2000__z3.0,ROBOT,tls,ROBOT_MOPPING,ROBOT_VACUUMING,2000,3.0,-2315.0,2375.0,-4490.0,-200.0,-4490.0,1,16
ols__SNACKPACK_RASPBERRY__SNACKPACK_CHOCOLATE__w500__z2.5,SNACKPACK,ols,SNACKPACK_RASPBERRY,SNACKPACK_CHOCOLATE,500,2.5,-3570.0,-4495.0,-895.0,1820.0,-4495.0,1,72
tls__SLEEP_POD_NYLON__SLEEP_POD_SUEDE__w2000__z3.0,SLEEP_POD,tls,SLEEP_POD_NYLON,SLEEP_POD_SUEDE,2000,3.0,-5915.0,1400.0,-2765.0,-4550.0,-4550.0,1,15
tls__ROBOT_VACUUMING__ROBOT_IRONING__w2000__z3.0,ROBOT,tls,ROBOT_VACUUMING,ROBOT_IRONING,2000,3.0,-3350.0,-1930.0,3140.0,-4560.0,-4560.0,1,14
tls__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_SOLAR_FLAMES__w1000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES,1000,2.5,-6660.0,-3330.0,1230.0,-4560.0,-4560.0,1,54
tls__SNACKPACK_CHOCOLATE__SNACKPACK_VANILLA__w1000__z3.0,SNACKPACK,tls,SNACKPACK_CHOCOLATE,SNACKPACK_VANILLA,1000,3.0,990.0,6390.0,-830.0,-4570.0,-4570.0,1,23
ols__SLEEP_POD_COTTON__SLEEP_POD_NYLON__w1000__z3.0,SLEEP_POD,ols,SLEEP_POD_COTTON,SLEEP_POD_NYLON,1000,3.0,-8230.0,720.0,-4570.0,-4380.0,-4570.0,1,14
ols__SLEEP_POD_POLYESTER__SLEEP_POD_COTTON__w2000__z2.5,SLEEP_POD,ols,SLEEP_POD_POLYESTER,SLEEP_POD_COTTON,2000,2.5,995.0,-4580.0,-2580.0,8155.0,-4580.0,1,19
ols__SLEEP_POD_COTTON__SLEEP_POD_SUEDE__w500__z3.0,SLEEP_POD,ols,SLEEP_POD_COTTON,SLEEP_POD_SUEDE,500,3.0,-5370.0,-4580.0,540.0,-1330.0,-4580.0,1,28
tls__SLEEP_POD_LAMB_WOOL__SLEEP_POD_NYLON__w2000__z3.0,SLEEP_POD,tls,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,2000,3.0,-5585.0,-1460.0,-4595.0,470.0,-4595.0,1,16
tls__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_PLANETARY_RINGS__w2000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_PLANETARY_RINGS,2000,2.5,-5980.0,-4610.0,-2010.0,640.0,-4610.0,1,22
ols__SNACKPACK_RASPBERRY__SNACKPACK_VANILLA__w500__z2.5,SNACKPACK,ols,SNACKPACK_RASPBERRY,SNACKPACK_VANILLA,500,2.5,-3885.0,-4615.0,-720.0,1450.0,-4615.0,1,71
ols__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w2000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,2000,3.0,11820.0,-4620.0,19950.0,-3510.0,-4620.0,1,10
ols__SLEEP_POD_LAMB_WOOL__SLEEP_POD_POLYESTER__w2000__z3.0,SLEEP_POD,ols,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,2000,3.0,-1650.0,5070.0,-4640.0,-2080.0,-4640.0,1,8
tls__ROBOT_VACUUMING__ROBOT_DISHES__w1000__z2.5,ROBOT,tls,ROBOT_VACUUMING,ROBOT_DISHES,1000,2.5,-7030.0,-2970.0,-4660.0,600.0,-4660.0,1,51
tls__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_SOLAR_FLAMES__w2000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,2000,2.5,-6075.0,-4405.0,-4670.0,3000.0,-4670.0,1,20
ols__SLEEP_POD_COTTON__SLEEP_POD_LAMB_WOOL__w1000__z2.5,SLEEP_POD,ols,SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,1000,2.5,-3800.0,-4690.0,960.0,-70.0,-4690.0,1,39
ols__ROBOT_IRONING__ROBOT_LAUNDRY__w500__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_LAUNDRY,500,3.0,-3300.0,-4730.0,-1370.0,2800.0,-4730.0,1,44
ols__SLEEP_POD_COTTON__SLEEP_POD_NYLON__w1000__z2.5,SLEEP_POD,ols,SLEEP_POD_COTTON,SLEEP_POD_NYLON,1000,2.5,-6670.0,-4740.0,-2020.0,90.0,-4740.0,1,30
tls__MICROCHIP_CIRCLE__MICROCHIP_SQUARE__w500__z3.0,MICROCHIP,tls,MICROCHIP_CIRCLE,MICROCHIP_SQUARE,500,3.0,-7640.0,-4500.0,1600.0,-4740.0,-4740.0,1,47
tls__SNACKPACK_CHOCOLATE__SNACKPACK_PISTACHIO__w1000__z2.5,SNACKPACK,tls,SNACKPACK_CHOCOLATE,SNACKPACK_PISTACHIO,1000,2.5,-2535.0,-1555.0,3800.0,-4780.0,-4780.0,1,45
tls__MICROCHIP_TRIANGLE__MICROCHIP_CIRCLE__w500__z3.0,MICROCHIP,tls,MICROCHIP_TRIANGLE,MICROCHIP_CIRCLE,500,3.0,-4880.0,730.0,-820.0,-4790.0,-4790.0,1,55
tls__SLEEP_POD_NYLON__SLEEP_POD_POLYESTER__w1000__z2.5,SLEEP_POD,tls,SLEEP_POD_NYLON,SLEEP_POD_POLYESTER,1000,2.5,-6815.0,2520.0,-4835.0,-4500.0,-4835.0,1,46
ols__ROBOT_MOPPING__ROBOT_IRONING__w2000__z2.5,ROBOT,ols,ROBOT_MOPPING,ROBOT_IRONING,2000,2.5,-7205.0,1095.0,-4900.0,-3400.0,-4900.0,1,21
tls__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_PLANETARY_RINGS__w1000__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,1000,3.0,-6280.0,-4945.0,-2500.0,1165.0,-4945.0,1,28
ols__MICROCHIP_RECTANGLE__MICROCHIP_SQUARE__w1000__z2.5,MICROCHIP,ols,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,1000,2.5,-5190.0,3410.0,-4950.0,-3650.0,-4950.0,1,36
tls__ROBOT_IRONING__ROBOT_MOPPING__w1000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_MOPPING,1000,2.5,-2920.0,2200.0,-4970.0,-150.0,-4970.0,1,47
tls__SLEEP_POD_LAMB_WOOL__SLEEP_POD_NYLON__w500__z3.0,SLEEP_POD,tls,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,500,3.0,-5140.0,-5030.0,-990.0,880.0,-5030.0,1,51
tls__MICROCHIP_TRIANGLE__MICROCHIP_CIRCLE__w500__z2.5,MICROCHIP,tls,MICROCHIP_TRIANGLE,MICROCHIP_CIRCLE,500,2.5,-2200.0,4550.0,-1710.0,-5040.0,-5040.0,1,98
tls__MICROCHIP_TRIANGLE__MICROCHIP_SQUARE__w1000__z3.0,MICROCHIP,tls,MICROCHIP_TRIANGLE,MICROCHIP_SQUARE,1000,3.0,-770.0,-270.0,-5080.0,4580.0,-5080.0,1,27
ols__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_DARK_MATTER__w2000__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_DARK_MATTER,2000,2.5,-3695.0,1780.0,-380.0,-5095.0,-5095.0,1,19
ols__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_SOLAR_FLAMES__w500__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_FLAMES,500,3.0,-85.0,7070.0,-5100.0,-2055.0,-5100.0,1,32
tls__MICROCHIP_OVAL__MICROCHIP_RECTANGLE__w500__z2.5,MICROCHIP,tls,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,500,2.5,-1500.0,-40.0,3670.0,-5130.0,-5130.0,1,101
tls__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_DARK_MATTER__w1000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_DARK_MATTER,1000,2.5,-6915.0,-5135.0,1860.0,-3640.0,-5135.0,1,47
ols__SNACKPACK_STRAWBERRY__SNACKPACK_RASPBERRY__w500__z3.0,SNACKPACK,ols,SNACKPACK_STRAWBERRY,SNACKPACK_RASPBERRY,500,3.0,-9145.0,-4950.0,-5140.0,945.0,-5140.0,1,49
tls__MICROCHIP_OVAL__MICROCHIP_CIRCLE__w1000__z2.5,MICROCHIP,tls,MICROCHIP_OVAL,MICROCHIP_CIRCLE,1000,2.5,5340.0,11710.0,-5160.0,-1210.0,-5160.0,1,51
tls__SNACKPACK_CHOCOLATE__SNACKPACK_VANILLA__w2000__z3.0,SNACKPACK,tls,SNACKPACK_CHOCOLATE,SNACKPACK_VANILLA,2000,3.0,-5945.0,3530.0,-4215.0,-5260.0,-5260.0,1,16
ols__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w2000__z3.0,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,2000,3.0,-3085.0,-4095.0,6290.0,-5280.0,-5280.0,1,8
ols__MICROCHIP_CIRCLE__MICROCHIP_TRIANGLE__w500__z2.5,MICROCHIP,ols,MICROCHIP_CIRCLE,MICROCHIP_TRIANGLE,500,2.5,-4570.0,-1540.0,2250.0,-5280.0,-5280.0,1,77
tls__SNACKPACK_RASPBERRY__SNACKPACK_STRAWBERRY__w500__z3.0,SNACKPACK,tls,SNACKPACK_RASPBERRY,SNACKPACK_STRAWBERRY,500,3.0,-2905.0,3020.0,-620.0,-5305.0,-5305.0,1,51
tls__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_SOLAR_WINDS__w1000__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,1000,3.0,-6270.0,-4410.0,-5340.0,3480.0,-5340.0,1,32
tls__ROBOT_DISHES__ROBOT_IRONING__w1000__z3.0,ROBOT,tls,ROBOT_DISHES,ROBOT_IRONING,1000,3.0,-8480.0,-4060.0,-5340.0,920.0,-5340.0,1,28
tls__SLEEP_POD_NYLON__SLEEP_POD_SUEDE__w2000__z2.5,SLEEP_POD,tls,SLEEP_POD_NYLON,SLEEP_POD_SUEDE,2000,2.5,-6535.0,1000.0,-2185.0,-5350.0,-5350.0,1,24
tls__MICROCHIP_RECTANGLE__MICROCHIP_TRIANGLE__w500__z3.0,MICROCHIP,tls,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE,500,3.0,-6820.0,1820.0,-3270.0,-5370.0,-5370.0,1,62
tls__ROBOT_IRONING__ROBOT_MOPPING__w2000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_MOPPING,2000,2.5,-7660.0,-5370.0,-3300.0,1010.0,-5370.0,1,19
ols__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_DARK_MATTER__w1000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_DARK_MATTER,1000,3.0,-8915.0,-5380.0,1240.0,-4775.0,-5380.0,1,20
ols__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_BLACK_HOLES__w1000__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_BLACK_HOLES,1000,2.5,-7115.0,-2240.0,520.0,-5395.0,-5395.0,1,37
ols__SNACKPACK_CHOCOLATE__SNACKPACK_VANILLA__w2000__z3.0,SNACKPACK,ols,SNACKPACK_CHOCOLATE,SNACKPACK_VANILLA,2000,3.0,-3545.0,3610.0,-1745.0,-5410.0,-5410.0,1,14
ols__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w2000__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,2000,3.0,-8460.0,290.0,-5420.0,-3330.0,-5420.0,1,6
ols__MICROCHIP_OVAL__MICROCHIP_SQUARE__w1000__z3.0,MICROCHIP,ols,MICROCHIP_OVAL,MICROCHIP_SQUARE,1000,3.0,-5970.0,-5440.0,-2510.0,1980.0,-5440.0,1,21
ols__MICROCHIP_CIRCLE__MICROCHIP_TRIANGLE__w500__z3.0,MICROCHIP,ols,MICROCHIP_CIRCLE,MICROCHIP_TRIANGLE,500,3.0,-2610.0,-1400.0,4330.0,-5540.0,-5540.0,1,40
tls__ROBOT_LAUNDRY__ROBOT_DISHES__w500__z3.0,ROBOT,tls,ROBOT_LAUNDRY,ROBOT_DISHES,500,3.0,-6680.0,1840.0,-5570.0,-2950.0,-5570.0,1,47
tls__MICROCHIP_OVAL__MICROCHIP_TRIANGLE__w500__z3.0,MICROCHIP,tls,MICROCHIP_OVAL,MICROCHIP_TRIANGLE,500,3.0,-1380.0,-1630.0,5830.0,-5580.0,-5580.0,1,56
ols__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_SOLAR_WINDS__w1000__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,1000,2.5,-2710.0,-1680.0,4555.0,-5585.0,-5585.0,1,35
tls__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_PLANETARY_RINGS__w1000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,1000,2.5,-4100.0,3510.0,-5600.0,-2010.0,-5600.0,1,44
tls__SNACKPACK_VANILLA__SNACKPACK_PISTACHIO__w500__z3.0,SNACKPACK,tls,SNACKPACK_VANILLA,SNACKPACK_PISTACHIO,500,3.0,-4570.0,1580.0,-550.0,-5600.0,-5600.0,1,58
ols__ROBOT_IRONING__ROBOT_DISHES__w2000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_DISHES,2000,3.0,-5880.0,-5600.0,-1630.0,1350.0,-5600.0,1,10
tls__SLEEP_POD_COTTON__SLEEP_POD_POLYESTER__w2000__z2.5,SLEEP_POD,tls,SLEEP_POD_COTTON,SLEEP_POD_POLYESTER,2000,2.5,600.0,7980.0,-1760.0,-5620.0,-5620.0,1,22
ols__MICROCHIP_CIRCLE__MICROCHIP_RECTANGLE__w500__z2.5,MICROCHIP,ols,MICROCHIP_CIRCLE,MICROCHIP_RECTANGLE,500,2.5,-5130.0,-2800.0,-5630.0,3300.0,-5630.0,1,70
ols__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_DARK_MATTER__w1000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_DARK_MATTER,1000,3.0,-1210.0,-5660.0,-420.0,4870.0,-5660.0,1,21
tls__SNACKPACK_RASPBERRY__SNACKPACK_CHOCOLATE__w1000__z2.5,SNACKPACK,tls,SNACKPACK_RASPBERRY,SNACKPACK_CHOCOLATE,1000,2.5,-6720.0,-5670.0,-2940.0,1890.0,-5670.0,1,47
ols__MICROCHIP_OVAL__MICROCHIP_SQUARE__w1000__z2.5,MICROCHIP,ols,MICROCHIP_OVAL,MICROCHIP_SQUARE,1000,2.5,-7140.0,-4420.0,-5670.0,2950.0,-5670.0,1,38
