case,group,method,target,anchor,window,entry_z,total,day2,day3,day4,worst_day,positive_days,trades
tls__SNACKPACK_PISTACHIO__SNACKPACK_STRAWBERRY__w500__z2.5,SNACKPACK,tls,SNACKPACK_PISTACHIO,SNACKPACK_STRAWBERRY,500,2.5,-6960.0,-3520.0,-1870.0,-1570.0,-3520.0,0,76
tls__MICROCHIP_RECTANGLE__MICROCHIP_OVAL__w500__z2.5,MICROCHIP,tls,MICROCHIP_RECTANGLE,MICROCHIP_OVAL,500,2.5,-6365.0,-1185.0,-3560.0,-1620.0,-3560.0,0,101
ols__SNACKPACK_PISTACHIO__SNACKPACK_STRAWBERRY__w1000__z2.5,SNACKPACK,ols,SNACKPACK_PISTACHIO,SNACKPACK_STRAWBERRY,1000,2.5,-7680.0,-1070.0,-3000.0,-3610.0,-3610.0,0,37
tls__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w1000__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,1000,2.5,-4715.0,-3650.0,-940.0,-125.0,-3650.0,0,49
ols__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_DARK_MATTER__w2000__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_DARK_MATTER,2000,2.5,-8070.0,-2920.0,-3660.0,-1490.0,-3660.0,0,18
tls__SNACKPACK_CHOCOLATE__SNACKPACK_RASPBERRY__w1000__z2.5,SNACKPACK,tls,SNACKPACK_CHOCOLATE,SNACKPACK_RASPBERRY,1000,2.5,-6530.0,-1360.0,-3840.0,-1330.0,-3840.0,0,48
ols__SLEEP_POD_COTTON__SLEEP_POD_POLYESTER__w1000__z2.5,SLEEP_POD,ols,SLEEP_POD_COTTON,SLEEP_POD_POLYESTER,1000,2.5,-6910.0,-1730.0,-3840.0,-1340.0,-3840.0,0,37
tls__SLEEP_POD_COTTON__SLEEP_POD_NYLON__w1000__z2.5,SLEEP_POD,tls,SLEEP_POD_COTTON,SLEEP_POD_NYLON,1000,2.5,-8720.0,-3840.0,-3170.0,-1710.0,-3840.0,0,45
tls__SNACKPACK_PISTACHIO__SNACKPACK_RASPBERRY__w2000__z3.0,SNACKPACK,tls,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,2000,3.0,-10230.0,-3480.0,-3840.0,-2910.0,-3840.0,0,10
ols__SLEEP_POD_SUEDE__SLEEP_POD_COTTON__w1000__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_COTTON,1000,2.5,-7045.0,-3920.0,-1340.0,-1785.0,-3920.0,0,36
tls__SLEEP_POD_LAMB_WOOL__SLEEP_POD_SUEDE__w1000__z3.0,SLEEP_POD,tls,SLEEP_POD_LAMB_WOOL,SLEEP_POD_SUEDE,1000,3.0,-7990.0,-2540.0,-1520.0,-3930.0,-3930.0,0,24
ols__MICROCHIP_CIRCLE__MICROCHIP_OVAL__w500__z3.0,MICROCHIP,ols,MICROCHIP_CIRCLE,MICROCHIP_OVAL,500,3.0,-6240.0,-480.0,-3950.0,-1810.0,-3950.0,0,50
ols__MICROCHIP_SQUARE__MICROCHIP_OVAL__w1000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_OVAL,1000,2.5,-7655.0,-2745.0,-4000.0,-910.0,-4000.0,0,45
ols__MICROCHIP_CIRCLE__MICROCHIP_SQUARE__w500__z2.5,MICROCHIP,ols,MICROCHIP_CIRCLE,MICROCHIP_SQUARE,500,2.5,-4900.0,-380.0,-510.0,-4010.0,-4010.0,0,73
ols__SLEEP_POD_COTTON__SLEEP_POD_POLYESTER__w1000__z3.0,SLEEP_POD,ols,SLEEP_POD_COTTON,SLEEP_POD_POLYESTER,1000,3.0,-9960.0,-2080.0,-4010.0,-3870.0,-4010.0,0,18
ols__SNACKPACK_STRAWBERRY__SNACKPACK_VANILLA__w500__z3.0,SNACKPACK,ols,SNACKPACK_STRAWBERRY,SNACKPACK_VANILLA,500,3.0,-8140.0,-3340.0,-4200.0,-600.0,-4200.0,0,38
ols__MICROCHIP_OVAL__MICROCHIP_SQUARE__w2000__z2.5,MICROCHIP,ols,MICROCHIP_OVAL,MICROCHIP_SQUARE,2000,2.5,-10600.0,-2370.0,-4250.0,-3980.0,-4250.0,0,21
tls__SNACKPACK_VANILLA__SNACKPACK_RASPBERRY__w1000__z2.5,SNACKPACK,tls,SNACKPACK_VANILLA,SNACKPACK_RASPBERRY,1000,2.5,-9695.0,-2350.0,-4275.0,-3070.0,-4275.0,0,49
tls__SLEEP_POD_NYLON__SLEEP_POD_COTTON__w2000__z3.0,SLEEP_POD,tls,SLEEP_POD_NYLON,SLEEP_POD_COTTON,2000,3.0,-5455.0,-1030.0,-145.0,-4280.0,-4280.0,0,11
ols__ROBOT_MOPPING__ROBOT_IRONING__w1000__z3.0,ROBOT,ols,ROBOT_MOPPING,ROBOT_IRONING,1000,3.0,-7910.0,-585.0,-4310.0,-3015.0,-4310.0,0,26
tls__SNACKPACK_VANILLA__SNACKPACK_RASPBERRY__w500__z2.5,SNACKPACK,tls,SNACKPACK_VANILLA,SNACKPACK_RASPBERRY,500,2.5,-5850.0,-520.0,-990.0,-4340.0,-4340.0,0,98
tls__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_SOLAR_FLAMES__w500__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES,500,3.0,-5220.0,-370.0,-470.0,-4380.0,-4380.0,0,53
ols__SNACKPACK_PISTACHIO__SNACKPACK_RASPBERRY__w500__z2.5,SNACKPACK,ols,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,500,2.5,-8540.0,-4410.0,-1180.0,-2950.0,-4410.0,0,93
tls__SNACKPACK_PISTACHIO__SNACKPACK_STRAWBERRY__w1000__z2.5,SNACKPACK,tls,SNACKPACK_PISTACHIO,SNACKPACK_STRAWBERRY,1000,2.5,-8330.0,-1600.0,-2300.0,-4430.0,-4430.0,0,38
tls__ROBOT_DISHES__ROBOT_MOPPING__w1000__z2.5,ROBOT,tls,ROBOT_DISHES,ROBOT_MOPPING,1000,2.5,-8425.0,-3290.0,-4455.0,-680.0,-4455.0,0,58
ols__SLEEP_POD_SUEDE__SLEEP_POD_COTTON__w2000__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_COTTON,2000,3.0,-7950.0,-4480.0,-1990.0,-1480.0,-4480.0,0,11
tls__SNACKPACK_PISTACHIO__SNACKPACK_STRAWBERRY__w2000__z2.5,SNACKPACK,tls,SNACKPACK_PISTACHIO,SNACKPACK_STRAWBERRY,2000,2.5,-7630.0,-1550.0,-1570.0,-4510.0,-4510.0,0,25
ols__SNACKPACK_PISTACHIO__SNACKPACK_RASPBERRY__w2000__z3.0,SNACKPACK,ols,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,2000,3.0,-10900.0,-3480.0,-4670.0,-2750.0,-4670.0,0,10
tls__SNACKPACK_VANILLA__SNACKPACK_STRAWBERRY__w500__z2.5,SNACKPACK,tls,SNACKPACK_VANILLA,SNACKPACK_STRAWBERRY,500,2.5,-9690.0,-290.0,-4650.0,-4750.0,-4750.0,0,94
ols__MICROCHIP_RECTANGLE__MICROCHIP_SQUARE__w500__z2.5,MICROCHIP,ols,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,500,2.5,-10740.0,-1700.0,-4790.0,-4250.0,-4790.0,0,69
tls__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_PLANETARY_RINGS__w2000__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,2000,3.0,-10765.0,-4810.0,-4590.0,-1365.0,-4810.0,0,14
ols__MICROCHIP_CIRCLE__MICROCHIP_OVAL__w500__z2.5,MICROCHIP,ols,MICROCHIP_CIRCLE,MICROCHIP_OVAL,500,2.5,-9540.0,-2360.0,-4840.0,-2340.0,-4840.0,0,78
ols__ROBOT_VACUUMING__ROBOT_DISHES__w500__z3.0,ROBOT,ols,ROBOT_VACUUMING,ROBOT_DISHES,500,3.0,-6740.0,-910.0,-4850.0,-980.0,-4850.0,0,42
ols__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_SOLAR_WINDS__w500__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,500,3.0,-10975.0,-4950.0,-1605.0,-4420.0,-4950.0,0,53
ols__SLEEP_POD_LAMB_WOOL__SLEEP_POD_COTTON__w1000__z2.5,SLEEP_POD,ols,SLEEP_POD_LAMB_WOOL,SLEEP_POD_COTTON,1000,2.5,-9640.0,-2910.0,-1750.0,-4980.0,-4980.0,0,35
tls__SNACKPACK_PISTACHIO__SNACKPACK_VANILLA__w500__z2.5,SNACKPACK,tls,SNACKPACK_PISTACHIO,SNACKPACK_VANILLA,500,2.5,-13880.0,-4270.0,-5030.0,-4580.0,-5030.0,0,92
tls__SNACKPACK_PISTACHIO__SNACKPACK_VANILLA__w1000__z2.5,SNACKPACK,tls,SNACKPACK_PISTACHIO,SNACKPACK_VANILLA,1000,2.5,-10730.0,-5050.0,-4360.0,-1320.0,-5050.0,0,45
tls__SLEEP_POD_COTTON__SLEEP_POD_NYLON__w1000__z3.0,SLEEP_POD,tls,SLEEP_POD_COTTON,SLEEP_POD_NYLON,1000,3.0,-8720.0,-3310.0,-5070.0,-340.0,-5070.0,0,26
ols__SNACKPACK_RASPBERRY__SNACKPACK_PISTACHIO__w500__z2.5,SNACKPACK,ols,SNACKPACK_RASPBERRY,SNACKPACK_PISTACHIO,500,2.5,-7825.0,-1795.0,-930.0,-5100.0,-5100.0,0,77
tls__SNACKPACK_STRAWBERRY__SNACKPACK_VANILLA__w500__z3.0,SNACKPACK,tls,SNACKPACK_STRAWBERRY,SNACKPACK_VANILLA,500,3.0,-8680.0,-1650.0,-5100.0,-1930.0,-5100.0,0,59
ols__SLEEP_POD_COTTON__SLEEP_POD_POLYESTER__w2000__z3.0,SLEEP_POD,ols,SLEEP_POD_COTTON,SLEEP_POD_POLYESTER,2000,3.0,-10310.0,-2720.0,-5250.0,-2340.0,-5250.0,0,7
tls__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_SOLAR_FLAMES__w500__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,500,3.0,-8230.0,-1980.0,-5310.0,-940.0,-5310.0,0,60
tls__SNACKPACK_PISTACHIO__SNACKPACK_CHOCOLATE__w500__z2.5,SNACKPACK,tls,SNACKPACK_PISTACHIO,SNACKPACK_CHOCOLATE,500,2.5,-12890.0,-4940.0,-5340.0,-2610.0,-5340.0,0,95
tls__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_PLANETARY_RINGS__w500__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_PLANETARY_RINGS,500,3.0,-14215.0,-4040.0,-5350.0,-4825.0,-5350.0,0,69
tls__SLEEP_POD_NYLON__SLEEP_POD_COTTON__w1000__z2.5,SLEEP_POD,tls,SLEEP_POD_NYLON,SLEEP_POD_COTTON,1000,2.5,-11605.0,-5150.0,-1065.0,-5390.0,-5390.0,0,42
ols__SLEEP_POD_SUEDE__SLEEP_POD_COTTON__w1000__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_COTTON,1000,3.0,-9250.0,-3220.0,-460.0,-5570.0,-5570.0,0,17
tls__MICROCHIP_CIRCLE__MICROCHIP_SQUARE__w500__z2.5,MICROCHIP,tls,MICROCHIP_CIRCLE,MICROCHIP_SQUARE,500,2.5,-11510.0,-3220.0,-2710.0,-5580.0,-5580.0,0,80
tls__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_BLACK_HOLES__w500__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_BLACK_HOLES,500,3.0,-8645.0,-5600.0,-2465.0,-580.0,-5600.0,0,53
ols__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_PLANETARY_RINGS__w1000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_PLANETARY_RINGS,1000,3.0,-9485.0,-5680.0,-2420.0,-1385.0,-5680.0,0,17
ols__SLEEP_POD_COTTON__SLEEP_POD_LAMB_WOOL__w1000__z3.0,SLEEP_POD,ols,SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,1000,3.0,-14620.0,-4830.0,-4010.0,-5780.0,-5780.0,0,17
ols__SNACKPACK_STRAWBERRY__SNACKPACK_PISTACHIO__w500__z3.0,SNACKPACK,ols,SNACKPACK_STRAWBERRY,SNACKPACK_PISTACHIO,500,3.0,-14680.0,-5510.0,-5780.0,-3390.0,-5780.0,0,42
tls__SNACKPACK_VANILLA__SNACKPACK_CHOCOLATE__w500__z2.5,SNACKPACK,tls,SNACKPACK_VANILLA,SNACKPACK_CHOCOLATE,500,2.5,-7540.0,-5810.0,-1220.0,-510.0,-5810.0,0,93
tls__SLEEP_POD_COTTON__SLEEP_POD_NYLON__w2000__z3.0,SLEEP_POD,tls,SLEEP_POD_COTTON,SLEEP_POD_NYLON,2000,3.0,-9040.0,-1180.0,-2050.0,-5810.0,-5810.0,0,11
tls__ROBOT_IRONING__ROBOT_DISHES__w2000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_DISHES,2000,2.5,-7500.0,-5830.0,-1670.0,0.0,-5830.0,0,19
ols__ROBOT_IRONING__ROBOT_VACUUMING__w1000__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_VACUUMING,1000,2.5,-7560.0,-580.0,-5960.0,-1020.0,-5960.0,0,34
ols__ROBOT_IRONING__ROBOT_DISHES__w2000__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_DISHES,2000,2.5,-9320.0,-5960.0,-2650.0,-710.0,-5960.0,0,14
ols__SNACKPACK_PISTACHIO__SNACKPACK_CHOCOLATE__w500__z2.5,SNACKPACK,ols,SNACKPACK_PISTACHIO,SNACKPACK_CHOCOLATE,500,2.5,-9590.0,-5990.0,-3240.0,-360.0,-5990.0,0,70
tls__SLEEP_POD_SUEDE__SLEEP_POD_COTTON__w500__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_COTTON,500,2.5,-9980.0,-6030.0,-950.0,-3000.0,-6030.0,0,95
tls__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_SOLAR_WINDS__w1000__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,1000,3.0,-11380.0,-6040.0,-2375.0,-2965.0,-6040.0,0,28
ols__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w1000__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,1000,2.5,-11200.0,-4860.0,-6230.0,-110.0,-6230.0,0,38
tls__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_PLANETARY_RINGS__w1000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_PLANETARY_RINGS,1000,2.5,-11475.0,-6280.0,-3330.0,-1865.0,-6280.0,0,52
tls__SNACKPACK_STRAWBERRY__SNACKPACK_PISTACHIO__w500__z3.0,SNACKPACK,tls,SNACKPACK_STRAWBERRY,SNACKPACK_PISTACHIO,500,3.0,-17980.0,-6000.0,-6330.0,-5650.0,-6330.0,0,49
tls__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_SOLAR_FLAMES__w1000__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,1000,3.0,-10980.0,-3970.0,-6350.0,-660.0,-6350.0,0,29
ols__SNACKPACK_STRAWBERRY__SNACKPACK_RASPBERRY__w500__z2.5,SNACKPACK,ols,SNACKPACK_STRAWBERRY,SNACKPACK_RASPBERRY,500,2.5,-11835.0,-6430.0,-4780.0,-625.0,-6430.0,0,80
tls__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_SOLAR_FLAMES__w500__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,500,2.5,-15090.0,-5120.0,-6440.0,-3530.0,-6440.0,0,103
tls__SLEEP_POD_SUEDE__SLEEP_POD_COTTON__w1000__z3.0,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_COTTON,1000,3.0,-13930.0,-1600.0,-5880.0,-6450.0,-6450.0,0,23
ols__SLEEP_POD_NYLON__SLEEP_POD_COTTON__w500__z3.0,SLEEP_POD,ols,SLEEP_POD_NYLON,SLEEP_POD_COTTON,500,3.0,-12245.0,-6500.0,-5595.0,-150.0,-6500.0,0,37
ols__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_SOLAR_WINDS__w2000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,2000,3.0,-15950.0,-6510.0,-5310.0,-4130.0,-6510.0,0,13
ols__ROBOT_VACUUMING__ROBOT_DISHES__w500__z2.5,ROBOT,ols,ROBOT_VACUUMING,ROBOT_DISHES,500,2.5,-11400.0,-3880.0,-6530.0,-990.0,-6530.0,0,67
tls__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_SOLAR_WINDS__w1000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,1000,2.5,-13820.0,-5200.0,-6530.0,-2090.0,-6530.0,0,52
tls__SNACKPACK_STRAWBERRY__SNACKPACK_RASPBERRY__w500__z3.0,SNACKPACK,tls,SNACKPACK_STRAWBERRY,SNACKPACK_RASPBERRY,500,3.0,-11605.0,-6540.0,-3980.0,-1085.0,-6540.0,0,51
tls__SNACKPACK_RASPBERRY__SNACKPACK_PISTACHIO__w500__z2.5,SNACKPACK,tls,SNACKPACK_RASPBERRY,SNACKPACK_PISTACHIO,500,2.5,-12100.0,-2800.0,-2700.0,-6600.0,-6600.0,0,90
ols__ROBOT_IRONING__ROBOT_DISHES__w500__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_DISHES,500,3.0,-13660.0,-6600.0,-4750.0,-2310.0,-6600.0,0,41
tls__SNACKPACK_STRAWBERRY__SNACKPACK_RASPBERRY__w500__z2.5,SNACKPACK,tls,SNACKPACK_STRAWBERRY,SNACKPACK_RASPBERRY,500,2.5,-14285.0,-6490.0,-6600.0,-1195.0,-6600.0,0,86
tls__SLEEP_POD_POLYESTER__SLEEP_POD_NYLON__w500__z3.0,SLEEP_POD,tls,SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,500,3.0,-12410.0,-5500.0,-6640.0,-270.0,-6640.0,0,56
ols__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_SOLAR_FLAMES__w500__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,500,2.5,-10455.0,-2410.0,-1390.0,-6655.0,-6655.0,0,79
ols__SLEEP_POD_COTTON__SLEEP_POD_NYLON__w2000__z3.0,SLEEP_POD,ols,SLEEP_POD_COTTON,SLEEP_POD_NYLON,2000,3.0,-9830.0,-1390.0,-6690.0,-1750.0,-6690.0,0,8
tls__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_BLACK_HOLES__w500__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_BLACK_HOLES,500,2.5,-12665.0,-4300.0,-1545.0,-6820.0,-6820.0,0,94
tls__MICROCHIP_OVAL__MICROCHIP_SQUARE__w2000__z2.5,MICROCHIP,tls,MICROCHIP_OVAL,MICROCHIP_SQUARE,2000,2.5,-13520.0,-6840.0,-3310.0,-3370.0,-6840.0,0,24
tls__SNACKPACK_VANILLA__SNACKPACK_PISTACHIO__w500__z2.5,SNACKPACK,tls,SNACKPACK_VANILLA,SNACKPACK_PISTACHIO,500,2.5,-9870.0,-2880.0,-30.0,-6960.0,-6960.0,0,99
ols__SNACKPACK_STRAWBERRY__SNACKPACK_PISTACHIO__w500__z2.5,SNACKPACK,ols,SNACKPACK_STRAWBERRY,SNACKPACK_PISTACHIO,500,2.5,-17460.0,-4470.0,-5930.0,-7060.0,-7060.0,0,73
tls__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_DARK_MATTER__w500__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_DARK_MATTER,500,3.0,-11260.0,-230.0,-3940.0,-7090.0,-7090.0,0,64
tls__SNACKPACK_CHOCOLATE__SNACKPACK_PISTACHIO__w500__z2.5,SNACKPACK,tls,SNACKPACK_CHOCOLATE,SNACKPACK_PISTACHIO,500,2.5,-8050.0,-270.0,-680.0,-7100.0,-7100.0,0,97
tls__SNACKPACK_STRAWBERRY__SNACKPACK_VANILLA__w500__z2.5,SNACKPACK,tls,SNACKPACK_STRAWBERRY,SNACKPACK_VANILLA,500,2.5,-14460.0,-3090.0,-7150.0,-4220.0,-7150.0,0,100
tls__ROBOT_MOPPING__ROBOT_DISHES__w2000__z3.0,ROBOT,tls,ROBOT_MOPPING,ROBOT_DISHES,2000,3.0,-10725.0,-190.0,-7170.0,-3365.0,-7170.0,0,11
tls__MICROCHIP_RECTANGLE__MICROCHIP_SQUARE__w1000__z2.5,MICROCHIP,tls,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,1000,2.5,-11135.0,-1365.0,-2500.0,-7270.0,-7270.0,0,48
ols__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_PLANETARY_RINGS__w1000__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_PLANETARY_RINGS,1000,2.5,-10285.0,-7280.0,-560.0,-2445.0,-7280.0,0,39
tls__SNACKPACK_RASPBERRY__SNACKPACK_VANILLA__w500__z2.5,SNACKPACK,tls,SNACKPACK_RASPBERRY,SNACKPACK_VANILLA,500,2.5,-12390.0,-2700.0,-7310.0,-2380.0,-7310.0,0,100
tls__ROBOT_MOPPING__ROBOT_LAUNDRY__w500__z2.5,ROBOT,tls,ROBOT_MOPPING,ROBOT_LAUNDRY,500,2.5,-13625.0,-3725.0,-2530.0,-7370.0,-7370.0,0,90
tls__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w2000__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,2000,2.5,-9605.0,-7410.0,-1920.0,-275.0,-7410.0,0,17
tls__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_SOLAR_FLAMES__w500__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,500,3.0,-12320.0,-7430.0,-3600.0,-1290.0,-7430.0,0,57
tls__SLEEP_POD_LAMB_WOOL__SLEEP_POD_POLYESTER__w500__z2.5,SLEEP_POD,tls,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,500,2.5,-17225.0,-6590.0,-7475.0,-3160.0,-7475.0,0,96
tls__ROBOT_DISHES__ROBOT_IRONING__w2000__z2.5,ROBOT,tls,ROBOT_DISHES,ROBOT_IRONING,2000,2.5,-15165.0,-3670.0,-3975.0,-7520.0,-7520.0,0,20
tls__MICROCHIP_CIRCLE__MICROCHIP_TRIANGLE__w1000__z3.0,MICROCHIP,tls,MICROCHIP_CIRCLE,MICROCHIP_TRIANGLE,1000,3.0,-8200.0,-470.0,-150.0,-7580.0,-7580.0,0,35
tls__SLEEP_POD_COTTON__SLEEP_POD_POLYESTER__w1000__z3.0,SLEEP_POD,tls,SLEEP_POD_COTTON,SLEEP_POD_POLYESTER,1000,3.0,-12660.0,-7600.0,-1990.0,-3070.0,-7600.0,0,26
tls__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_PLANETARY_RINGS__w2000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,2000,2.5,-14385.0,-4580.0,-7730.0,-2075.0,-7730.0,0,28
tls__SLEEP_POD_LAMB_WOOL__SLEEP_POD_SUEDE__w500__z3.0,SLEEP_POD,tls,SLEEP_POD_LAMB_WOOL,SLEEP_POD_SUEDE,500,3.0,-15600.0,-7020.0,-810.0,-7770.0,-7770.0,0,61
ols__SNACKPACK_PISTACHIO__SNACKPACK_VANILLA__w500__z2.5,SNACKPACK,ols,SNACKPACK_PISTACHIO,SNACKPACK_VANILLA,500,2.5,-10960.0,-7840.0,-2980.0,-140.0,-7840.0,0,75
ols__ROBOT_IRONING__ROBOT_VACUUMING__w500__z2.5,ROBOT,ols,ROBOT_IRONING,ROBOT_VACUUMING,500,2.5,-16040.0,-7010.0,-7860.0,-1170.0,-7860.0,0,67
tls__SNACKPACK_STRAWBERRY__SNACKPACK_PISTACHIO__w500__z2.5,SNACKPACK,tls,SNACKPACK_STRAWBERRY,SNACKPACK_PISTACHIO,500,2.5,-21530.0,-5940.0,-7880.0,-7710.0,-7880.0,0,76
tls__SLEEP_POD_COTTON__SLEEP_POD_POLYESTER__w1000__z2.5,SLEEP_POD,tls,SLEEP_POD_COTTON,SLEEP_POD_POLYESTER,1000,2.5,-12270.0,-4230.0,-100.0,-7940.0,-7940.0,0,51
ols__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_PLANETARY_RINGS__w2000__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,2000,2.5,-12395.0,-4030.0,-8000.0,-365.0,-8000.0,0,18
ols__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w1000__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,1000,3.0,-14290.0,-3780.0,-2460.0,-8050.0,-8050.0,0,16
tls__ROBOT_VACUUMING__ROBOT_LAUNDRY__w500__z2.5,ROBOT,tls,ROBOT_VACUUMING,ROBOT_LAUNDRY,500,2.5,-15160.0,-8150.0,-5510.0,-1500.0,-8150.0,0,96
tls__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_PLANETARY_RINGS__w500__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_PLANETARY_RINGS,500,2.5,-20460.0,-4395.0,-7910.0,-8155.0,-8155.0,0,104
ols__ROBOT_MOPPING__ROBOT_LAUNDRY__w500__z2.5,ROBOT,ols,ROBOT_MOPPING,ROBOT_LAUNDRY,500,2.5,-18960.0,-8165.0,-3960.0,-6835.0,-8165.0,0,68
