product,group,path_type,threshold,folds_run,folds_positive,total_pnl,worst_day_pnl,best_day_pnl,mean_day_pnl,total_trades
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,group_scaled,300,3,2,15140.0,-1460.0,12330.0,5046.67,160
SNACKPACK_VANILLA,SNACKPACK,bucket_mean,40,3,2,12971.8,-1476.2,7748.0,4323.93,1472
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,bucket_mean,40,3,2,15251.0,-1541.0,14412.0,5083.67,998
ROBOT_DISHES,ROBOT,bucket_delta_b0,200,3,2,29058.0,-1563.0,16998.0,9686.0,390
TRANSLATOR_VOID_BLUE,TRANSLATOR,group_scaled,200,3,2,18165.0,-1571.0,11137.0,6055.0,180
ROBOT_LAUNDRY,ROBOT,bucket_delta_b0,200,3,2,12274.0,-1571.0,12968.0,4091.33,278
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,group_scaled,20,3,2,6149.0,-1653.0,4485.0,2049.67,226
UV_VISOR_ORANGE,UV_VISOR,bucket_delta_b0,200,3,2,11896.0,-1670.0,11899.0,3965.33,334
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,bucket_mean,120,3,2,14090.0,-1682.0,9993.0,4696.67,338
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,bucket_mean,80,3,2,10951.0,-1682.0,9028.0,3650.33,404
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,bucket_mean,160,3,2,10812.0,-1682.0,8225.0,3604.0,228
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,group_scaled,40,3,2,9568.0,-1682.0,8320.0,3189.33,546
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,group_scaled,80,3,2,9447.5,-1682.0,7310.5,3149.17,319
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,group_offset,120,3,2,8898.0,-1682.0,7943.0,2966.0,270
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,bucket_mean,200,3,2,8863.0,-1682.0,7847.0,2954.33,170
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,group_scaled,300,3,2,8228.0,-1682.0,5719.0,2742.67,120
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,group_scaled,120,3,2,8184.0,-1682.0,6921.0,2728.0,208
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,group_offset,80,3,2,7689.7,-1682.0,7105.7,2563.23,300
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,group_offset,40,3,2,7648.0,-1682.0,7212.0,2549.33,656
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,group_offset,300,3,2,7570.0,-1682.0,6385.0,2523.33,120
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,bucket_mean,40,3,2,7127.0,-1682.0,5497.0,2375.67,630
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,group_scaled,160,3,2,7115.0,-1682.0,5802.0,2371.67,154
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,group_scaled,200,3,2,6904.5,-1682.0,5098.5,2301.5,140
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,group_scaled,20,3,2,6522.0,-1682.0,5319.0,2174.0,854
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,bucket_mean,20,3,2,5643.0,-1682.0,4789.0,1881.0,984
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,group_offset,20,3,2,5642.0,-1682.0,5374.0,1880.67,1108
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,group_offset,160,3,2,4904.0,-1682.0,4685.0,1634.67,158
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,bucket_mean,300,3,2,4886.0,-1682.0,4030.0,1628.67,100
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,group_offset,200,3,2,4388.0,-1682.0,3843.0,1462.67,128
MICROCHIP_RECTANGLE,MICROCHIP,bucket_mean,120,3,2,26340.0,-1698.0,22262.0,8780.0,330
SNACKPACK_VANILLA,SNACKPACK,group_offset,80,3,2,12179.0,-1752.0,7687.0,4059.67,590
PANEL_4X4,PANEL,group_scaled,80,3,2,10752.0,-1780.0,8794.0,3584.0,396
SNACKPACK_PISTACHIO,SNACKPACK,group_scaled,200,3,2,5968.0,-1785.0,4710.0,1989.33,80
UV_VISOR_ORANGE,UV_VISOR,bucket_mean,200,3,2,9138.0,-1789.0,8781.0,3046.0,194
SLEEP_POD_LAMB_WOOL,SLEEP_POD,bucket_mean,120,3,2,25487.0,-1799.0,15735.0,8495.67,422
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,group_offset,80,3,2,24780.0,-1825.0,23284.0,8260.0,726
SNACKPACK_PISTACHIO,SNACKPACK,group_offset,120,3,2,7031.0,-1836.0,5766.0,2343.67,186
PANEL_2X4,PANEL,bucket_delta_b0,40,3,2,36291.0,-1851.0,25983.0,12097.0,1826
MICROCHIP_TRIANGLE,MICROCHIP,bucket_delta_b0,120,3,2,14872.0,-1880.0,15048.0,4957.33,630
UV_VISOR_MAGENTA,UV_VISOR,bucket_delta_b0,160,3,2,20881.0,-1895.0,12813.0,6960.33,426
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,bucket_delta_b0,300,3,2,13184.0,-1898.0,10646.0,4394.67,230
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,bucket_mean,160,3,2,13884.0,-1952.0,13629.0,4628.0,240
ROBOT_MOPPING,ROBOT,bucket_mean,120,3,2,18517.0,-1969.0,14389.0,6172.33,234
ROBOT_MOPPING,ROBOT,bucket_mean,80,3,2,18232.0,-1969.0,14362.0,6077.33,296
ROBOT_MOPPING,ROBOT,bucket_mean,200,3,2,17416.0,-1969.0,13492.0,5805.33,148
ROBOT_MOPPING,ROBOT,bucket_mean,40,3,2,16525.0,-1969.0,13413.0,5508.33,462
ROBOT_MOPPING,ROBOT,bucket_mean,160,3,2,15863.0,-1969.0,12495.0,5287.67,150
ROBOT_MOPPING,ROBOT,group_offset,200,3,2,15837.0,-1969.0,8960.0,5279.0,90
ROBOT_MOPPING,ROBOT,group_offset,300,3,2,15650.0,-1969.0,9659.0,5216.67,70
ROBOT_MOPPING,ROBOT,bucket_mean,300,3,2,15356.5,-1969.0,10416.5,5118.83,87
ROBOT_MOPPING,ROBOT,group_offset,160,3,2,15100.0,-1969.0,8898.0,5033.33,90
ROBOT_MOPPING,ROBOT,bucket_mean,20,3,2,14746.0,-1969.0,12065.0,4915.33,680
ROBOT_MOPPING,ROBOT,group_offset,120,3,2,13962.0,-1969.0,8227.0,4654.0,90
ROBOT_MOPPING,ROBOT,group_offset,80,3,2,12509.0,-1969.0,8132.0,4169.67,70
ROBOT_MOPPING,ROBOT,group_offset,20,3,2,11932.0,-1969.0,7809.0,3977.33,142
ROBOT_MOPPING,ROBOT,group_offset,40,3,2,11909.0,-1969.0,7767.0,3969.67,76
UV_VISOR_ORANGE,UV_VISOR,bucket_mean,160,3,2,14024.0,-1978.0,12989.0,4674.67,298
UV_VISOR_AMBER,UV_VISOR,bucket_delta_b0,160,3,2,16885.1,-1999.0,11245.1,5628.37,382
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,bucket_mean,120,3,2,15404.0,-2020.0,12313.0,5134.67,352
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,bucket_delta_b0,40,3,2,18185.0,-2026.0,12722.0,6061.67,1230
SNACKPACK_PISTACHIO,SNACKPACK,bucket_mean,20,3,2,3719.0,-2037.0,4417.0,1239.67,1168
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,group_scaled,200,3,2,15206.0,-2090.0,13546.0,5068.67,220
SNACKPACK_PISTACHIO,SNACKPACK,group_offset,80,3,2,8715.0,-2095.0,5988.0,2905.0,276
ROBOT_DISHES,ROBOT,bucket_delta_b0,160,3,2,23955.0,-2100.0,14432.0,7985.0,372
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,bucket_delta_b0,80,3,2,26220.0,-2104.0,18605.0,8740.0,778
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,group_offset,200,3,2,11340.0,-2199.0,13283.0,3780.0,154
ROBOT_DISHES,ROBOT,bucket_delta_b0,300,3,2,24182.0,-2200.0,13722.0,8060.67,216
SLEEP_POD_LAMB_WOOL,SLEEP_POD,bucket_delta_b0,300,3,2,31806.0,-2350.0,17975.0,10602.0,272
ROBOT_LAUNDRY,ROBOT,group_offset,200,3,2,10802.0,-2353.0,11192.0,3600.67,190
ROBOT_LAUNDRY,ROBOT,group_offset,160,3,2,9559.0,-2353.0,10850.0,3186.33,210
UV_VISOR_YELLOW,UV_VISOR,group_offset,300,3,2,4020.0,-2354.0,4803.0,1340.0,110
TRANSLATOR_VOID_BLUE,TRANSLATOR,group_scaled,20,3,2,16556.0,-2355.0,12231.0,5518.67,1144
UV_VISOR_AMBER,UV_VISOR,group_scaled,40,3,2,23227.0,-2377.0,15110.0,7742.33,560
UV_VISOR_AMBER,UV_VISOR,group_scaled,80,3,2,23096.0,-2377.0,15110.0,7698.67,286
UV_VISOR_AMBER,UV_VISOR,group_scaled,120,3,2,22017.0,-2377.0,15110.0,7339.0,196
UV_VISOR_AMBER,UV_VISOR,group_scaled,20,3,2,21328.0,-2377.0,15110.0,7109.33,1062
UV_VISOR_AMBER,UV_VISOR,group_scaled,160,3,2,21315.0,-2377.0,15110.0,7105.0,150
UV_VISOR_AMBER,UV_VISOR,group_scaled,200,3,2,20876.0,-2377.0,15110.0,6958.67,128
UV_VISOR_AMBER,UV_VISOR,group_scaled,300,3,2,19778.0,-2377.0,15110.0,6592.67,90
UV_VISOR_AMBER,UV_VISOR,bucket_delta_b0,200,3,2,19437.0,-2388.0,13675.0,6479.0,380
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,bucket_mean,200,3,2,12434.0,-2392.0,14089.0,4144.67,196
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,bucket_delta_b0,20,3,2,15128.0,-2421.0,11608.0,5042.67,2024
SNACKPACK_CHOCOLATE,SNACKPACK,bucket_delta_b0,20,3,2,5250.2,-2444.8,5281.0,1750.07,2054
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,group_scaled,160,3,2,14038.0,-2474.0,13052.0,4679.33,244
PANEL_2X4,PANEL,bucket_delta_b0,20,3,2,30567.0,-2522.0,22759.0,10189.0,2776
MICROCHIP_RECTANGLE,MICROCHIP,bucket_mean,80,3,2,25045.0,-2528.0,21797.0,8348.33,406
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,bucket_mean,20,3,2,13552.1,-2560.0,15350.1,4517.37,1606
SNACKPACK_PISTACHIO,SNACKPACK,group_offset,40,3,2,7617.0,-2575.0,5441.0,2539.0,582
SNACKPACK_PISTACHIO,SNACKPACK,group_offset,20,3,2,3917.0,-2618.0,4887.0,1305.67,1366
PANEL_1X2,PANEL,bucket_mean,300,3,2,11680.0,-2657.0,10260.0,3893.33,110
SLEEP_POD_LAMB_WOOL,SLEEP_POD,bucket_mean,80,3,2,25135.0,-2668.0,14563.0,8378.33,532
MICROCHIP_RECTANGLE,MICROCHIP,group_scaled,120,3,2,6157.0,-2709.0,5776.0,2052.33,350
SLEEP_POD_SUEDE,SLEEP_POD,bucket_delta_b0,120,3,2,16920.0,-2723.0,13454.0,5640.0,614
UV_VISOR_AMBER,UV_VISOR,bucket_delta_b0,120,3,2,18033.0,-2738.0,13327.0,6011.0,462
PANEL_1X4,PANEL,group_scaled,160,3,2,31343.0,-2748.0,23077.0,10447.67,366
UV_VISOR_ORANGE,UV_VISOR,bucket_mean,120,3,2,15416.0,-2761.0,14679.0,5138.67,400
UV_VISOR_ORANGE,UV_VISOR,bucket_delta_b0,300,3,2,8643.0,-2796.0,9980.0,2881.0,210
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,group_offset,160,3,2,25759.0,-2798.0,19833.0,8586.33,300
SNACKPACK_PISTACHIO,SNACKPACK,group_scaled,20,3,2,2419.0,-2822.0,4710.0,806.33,826
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,group_scaled,120,3,2,13896.0,-2840.0,13796.0,4632.0,306
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,group_scaled,80,3,2,13524.0,-2860.0,11698.0,4508.0,384
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,group_offset,40,3,2,21384.0,-2931.0,21177.0,7128.0,1250
UV_VISOR_AMBER,UV_VISOR,bucket_delta_b0,80,3,2,18441.0,-2952.0,14996.0,6147.0,672
MICROCHIP_RECTANGLE,MICROCHIP,bucket_mean,200,3,2,24847.0,-2980.0,22051.0,8282.33,234
ROBOT_VACUUMING,ROBOT,bucket_mean,40,3,2,5297.0,-3060.0,7181.0,1765.67,450
ROBOT_VACUUMING,ROBOT,bucket_mean,20,3,2,4346.0,-3060.0,6405.0,1448.67,798
ROBOT_VACUUMING,ROBOT,bucket_mean,80,3,2,3800.0,-3060.0,5623.0,1266.67,210
ROBOT_VACUUMING,ROBOT,bucket_mean,160,3,2,3724.0,-3060.0,4689.0,1241.33,148
ROBOT_VACUUMING,ROBOT,bucket_mean,120,3,2,2861.0,-3060.0,4058.0,953.67,154
ROBOT_VACUUMING,ROBOT,bucket_mean,200,3,2,2427.0,-3060.0,4176.0,809.0,112
ROBOT_VACUUMING,ROBOT,group_offset,120,3,2,-84.0,-3060.0,2224.0,-28.0,192
ROBOT_VACUUMING,ROBOT,group_offset,80,3,2,-132.0,-3060.0,2280.0,-44.0,250
UV_VISOR_YELLOW,UV_VISOR,group_offset,200,3,2,1376.0,-3096.0,4200.0,458.67,150
PANEL_1X2,PANEL,group_scaled,20,3,2,14610.0,-3113.0,13646.0,4870.0,772
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,bucket_delta_b0,40,3,2,20916.0,-3126.0,15606.0,6972.0,1352
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,group_offset,40,3,2,11325.0,-3196.0,14265.0,3775.0,824
UV_VISOR_RED,UV_VISOR,group_offset,300,3,2,11887.0,-3233.0,12205.0,3962.33,108
PANEL_2X2,PANEL,bucket_delta_b0,20,3,2,-328.8,-3235.8,2258.0,-109.6,1398
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,group_offset,160,3,2,10797.0,-3250.0,13791.0,3599.0,170
MICROCHIP_RECTANGLE,MICROCHIP,bucket_mean,40,3,2,23605.0,-3252.0,21081.0,7868.33,704
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,bucket_mean,200,3,2,26128.0,-3310.0,20300.0,8709.33,224
TRANSLATOR_VOID_BLUE,TRANSLATOR,bucket_delta_b0,160,3,2,2392.0,-3321.0,3185.0,797.33,292
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,group_offset,120,3,2,9905.67,-3332.0,12981.67,3301.89,226
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,bucket_delta_b0,20,3,2,15821.5,-3349.0,12750.5,5273.83,2135
PEBBLES_M,PEBBLES,bucket_mean,120,3,2,13442.0,-3354.0,12134.0,4480.67,404
PEBBLES_M,PEBBLES,group_offset,120,3,2,13442.0,-3354.0,12134.0,4480.67,404
MICROCHIP_CIRCLE,MICROCHIP,bucket_mean,200,3,2,9028.0,-3369.0,10422.0,3009.33,200
PANEL_1X4,PANEL,group_scaled,80,3,2,23798.0,-3377.0,19311.0,7932.67,448
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,group_scaled,40,3,2,9964.0,-3380.0,9718.0,3321.33,600
UV_VISOR_ORANGE,UV_VISOR,bucket_mean,80,3,2,15495.0,-3410.0,13608.0,5165.0,536
MICROCHIP_RECTANGLE,MICROCHIP,bucket_mean,20,3,2,21683.0,-3430.0,19337.0,7227.67,1122
SLEEP_POD_LAMB_WOOL,SLEEP_POD,bucket_delta_b0,200,3,2,33880.0,-3464.0,18853.0,11293.33,388
UV_VISOR_MAGENTA,UV_VISOR,bucket_delta_b0,20,3,2,15820.0,-3487.0,10068.0,5273.33,2156
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,bucket_delta_b0,200,3,2,10611.0,-3531.0,10337.0,3537.0,248
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,bucket_mean,200,3,2,3738.0,-3532.0,7014.0,1246.0,78
UV_VISOR_ORANGE,UV_VISOR,bucket_delta_b0,120,3,2,6481.0,-3535.0,9238.0,2160.33,402
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,bucket_mean,120,3,2,21080.0,-3537.0,15678.0,7026.67,430
PANEL_1X2,PANEL,group_offset,200,3,2,9258.0,-3565.0,6905.0,3086.0,180
TRANSLATOR_VOID_BLUE,TRANSLATOR,bucket_mean,300,3,2,9957.0,-3598.0,9656.0,3319.0,126
PANEL_1X2,PANEL,bucket_mean,120,3,2,10163.0,-3600.0,9686.0,3387.67,210
SNACKPACK_VANILLA,SNACKPACK,group_offset,40,3,2,8014.6,-3619.4,6136.0,2671.53,1152
SNACKPACK_VANILLA,SNACKPACK,bucket_delta_b0,20,3,2,6305.0,-3637.0,7431.0,2101.67,2616
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,bucket_delta_b0,40,3,2,1735.0,-3662.0,4221.0,578.33,966
PANEL_4X4,PANEL,group_offset,40,3,2,4159.0,-3674.0,4050.0,1386.33,1022
SLEEP_POD_SUEDE,SLEEP_POD,group_scaled,200,3,2,19944.0,-3712.0,12768.0,6648.0,226
SLEEP_POD_SUEDE,SLEEP_POD,group_scaled,160,3,2,17579.0,-3712.0,10888.0,5859.67,254
SLEEP_POD_SUEDE,SLEEP_POD,group_scaled,120,3,2,15772.0,-3712.0,10888.0,5257.33,302
SLEEP_POD_SUEDE,SLEEP_POD,group_scaled,80,3,2,13133.0,-3712.0,10888.0,4377.67,344
SLEEP_POD_SUEDE,SLEEP_POD,group_scaled,40,3,2,10555.0,-3712.0,10888.0,3518.33,484
SLEEP_POD_SUEDE,SLEEP_POD,group_scaled,300,3,2,9476.0,-3712.0,10888.0,3158.67,100
SLEEP_POD_SUEDE,SLEEP_POD,group_scaled,20,3,2,8926.0,-3712.0,10888.0,2975.33,700
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,group_scaled,20,3,2,5874.0,-3714.0,6904.0,1958.0,892
SLEEP_POD_SUEDE,SLEEP_POD,bucket_mean,80,3,2,11605.0,-3716.0,10888.0,3868.33,202
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,bucket_mean,160,3,2,5287.0,-3730.0,8761.0,1762.33,110
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,bucket_mean,200,3,2,18004.0,-3767.0,12531.0,6001.33,238
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,bucket_delta_b0,300,3,2,2915.0,-3772.0,6354.0,971.67,160
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,bucket_mean,40,3,2,6251.0,-3775.0,9770.0,2083.67,338
SLEEP_POD_SUEDE,SLEEP_POD,bucket_delta_b0,200,3,2,13479.0,-3800.0,9695.0,4493.0,368
UV_VISOR_ORANGE,UV_VISOR,bucket_delta_b0,80,3,2,3574.0,-3814.0,7242.0,1191.33,494
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,group_offset,80,3,2,10605.0,-3821.0,14170.0,3535.0,344
SLEEP_POD_LAMB_WOOL,SLEEP_POD,bucket_delta_b0,80,3,2,22650.0,-3839.0,13699.0,7550.0,466
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,group_offset,20,3,2,18301.0,-3864.0,19028.0,6100.33,2258
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,group_offset,20,3,2,9310.0,-3874.0,12928.0,3103.33,1466
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,bucket_mean,120,3,2,5585.0,-3883.0,9212.0,1861.67,130
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,bucket_mean,20,3,2,5287.0,-3883.0,8914.0,1762.33,638
SLEEP_POD_SUEDE,SLEEP_POD,bucket_delta_b0,160,3,2,14277.0,-3942.0,11789.0,4759.0,430
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,group_offset,120,3,2,26383.0,-3970.0,22552.0,8794.33,392
PANEL_2X2,PANEL,bucket_delta_b0,200,3,2,11961.0,-3976.0,10022.0,3987.0,312
PANEL_4X4,PANEL,group_offset,80,3,2,6508.0,-3979.0,6678.0,2169.33,566
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,bucket_mean,160,3,2,21960.0,-4020.0,18116.0,7320.0,232
PANEL_4X4,PANEL,group_offset,20,3,2,880.0,-4060.0,3671.0,293.33,1770
MICROCHIP_RECTANGLE,MICROCHIP,bucket_delta_b0,120,3,2,11745.0,-4088.0,15791.0,3915.0,648
SLEEP_POD_LAMB_WOOL,SLEEP_POD,bucket_delta_b0,160,3,2,35132.0,-4126.0,20788.0,11710.67,456
UV_VISOR_ORANGE,UV_VISOR,bucket_mean,40,3,2,8739.0,-4126.0,9224.0,2913.0,736
SLEEP_POD_SUEDE,SLEEP_POD,bucket_mean,160,3,2,12266.0,-4163.0,10888.0,4088.67,142
PANEL_4X4,PANEL,group_offset,120,3,2,1889.4,-4205.0,3787.0,629.8,324
SLEEP_POD_SUEDE,SLEEP_POD,bucket_mean,200,3,2,12180.0,-4225.0,10888.0,4060.0,110
PANEL_1X4,PANEL,group_scaled,40,3,2,20308.0,-4240.0,17483.0,6769.33,764
ROBOT_IRONING,ROBOT,bucket_delta_b0,200,3,2,5391.0,-4290.0,9190.0,1797.0,210
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,group_offset,80,3,2,24825.0,-4298.0,20521.0,8275.0,436
ROBOT_LAUNDRY,ROBOT,bucket_delta_b0,300,3,2,4306.0,-4325.0,8309.0,1435.33,124
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,bucket_mean,80,3,2,5355.0,-4357.0,9456.0,1785.0,152
UV_VISOR_MAGENTA,UV_VISOR,bucket_delta_b0,200,3,2,16244.0,-4359.0,12638.0,5414.67,298
SLEEP_POD_LAMB_WOOL,SLEEP_POD,bucket_delta_b0,120,3,2,28811.0,-4384.0,17856.0,9603.67,446
PANEL_1X2,PANEL,bucket_mean,200,3,2,9193.0,-4406.0,9522.0,3064.33,130
MICROCHIP_RECTANGLE,MICROCHIP,group_scaled,80,3,2,3513.0,-4424.0,5776.0,1171.0,406
SLEEP_POD_LAMB_WOOL,SLEEP_POD,group_offset,80,3,2,23605.0,-4438.0,17522.0,7868.33,524
SLEEP_POD_LAMB_WOOL,SLEEP_POD,group_offset,300,3,2,22434.0,-4438.0,20872.0,7478.0,180
SLEEP_POD_LAMB_WOOL,SLEEP_POD,group_offset,40,3,2,22329.0,-4438.0,15018.0,7443.0,1012
SLEEP_POD_LAMB_WOOL,SLEEP_POD,group_offset,20,3,2,20134.0,-4438.0,13953.0,6711.33,1590
SLEEP_POD_LAMB_WOOL,SLEEP_POD,group_offset,120,3,2,18913.0,-4438.0,15608.0,6304.33,322
SLEEP_POD_LAMB_WOOL,SLEEP_POD,group_offset,160,3,2,18677.0,-4438.0,16641.0,6225.67,258
SLEEP_POD_LAMB_WOOL,SLEEP_POD,group_offset,200,3,2,16413.0,-4438.0,16454.0,5471.0,190
UV_VISOR_RED,UV_VISOR,group_scaled,300,3,2,13492.0,-4474.0,12614.0,4497.33,122
UV_VISOR_ORANGE,UV_VISOR,bucket_delta_b0,40,3,2,1457.0,-4503.0,5837.0,485.67,864
SLEEP_POD_SUEDE,SLEEP_POD,bucket_mean,120,3,2,12280.0,-4522.0,10888.0,4093.33,170
PANEL_1X4,PANEL,group_scaled,20,3,2,18487.0,-4555.0,16700.0,6162.33,1286
PANEL_1X2,PANEL,group_offset,160,3,2,8677.0,-4579.0,7760.0,2892.33,202
PANEL_1X2,PANEL,group_offset,300,3,2,5548.0,-4583.0,6319.0,1849.33,82
PANEL_1X2,PANEL,bucket_mean,80,3,2,9202.0,-4592.0,9717.0,3067.33,260
SNACKPACK_VANILLA,SNACKPACK,bucket_mean,20,3,2,2952.0,-4668.0,4253.0,984.0,2668
UV_VISOR_YELLOW,UV_VISOR,group_offset,160,3,2,10601.0,-4706.0,10216.0,3533.67,170
UV_VISOR_YELLOW,UV_VISOR,group_offset,80,3,2,10507.0,-4706.0,9300.0,3502.33,268
UV_VISOR_YELLOW,UV_VISOR,group_offset,120,3,2,9640.0,-4706.0,8927.0,3213.33,208
UV_VISOR_YELLOW,UV_VISOR,group_offset,40,3,2,8930.0,-4706.0,10292.0,2976.67,404
UV_VISOR_YELLOW,UV_VISOR,group_offset,20,3,2,7545.0,-4706.0,9762.0,2515.0,718
UV_VISOR_YELLOW,UV_VISOR,bucket_mean,200,3,2,7419.0,-4706.0,6482.0,2473.0,130
UV_VISOR_YELLOW,UV_VISOR,bucket_mean,300,3,2,6764.0,-4706.0,7211.0,2254.67,98
UV_VISOR_YELLOW,UV_VISOR,bucket_mean,160,3,2,5475.0,-4706.0,5373.0,1825.0,130
UV_VISOR_YELLOW,UV_VISOR,bucket_mean,80,3,2,3609.0,-4706.0,4444.0,1203.0,186
UV_VISOR_YELLOW,UV_VISOR,bucket_mean,40,3,2,3392.0,-4706.0,4611.0,1130.67,310
UV_VISOR_YELLOW,UV_VISOR,bucket_mean,120,3,2,3086.0,-4706.0,4765.0,1028.67,132
UV_VISOR_YELLOW,UV_VISOR,bucket_mean,20,3,2,2788.0,-4706.0,4188.0,929.33,466
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,bucket_mean,160,3,2,17039.0,-4714.0,13336.0,5679.67,286
PANEL_2X2,PANEL,bucket_delta_b0,300,3,2,15184.0,-4724.0,11680.0,5061.33,240
UV_VISOR_MAGENTA,UV_VISOR,bucket_delta_b0,300,3,2,21608.0,-4766.0,18752.0,7202.67,242
PANEL_1X2,PANEL,bucket_mean,40,3,2,8589.0,-4816.0,9328.0,2863.0,486
SLEEP_POD_LAMB_WOOL,SLEEP_POD,bucket_delta_b0,40,3,2,22605.0,-4839.0,13941.0,7535.0,818
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,group_offset,300,3,2,4007.0,-4914.0,8665.0,1335.67,50
UV_VISOR_AMBER,UV_VISOR,bucket_delta_b0,300,3,2,11925.0,-4920.0,11464.0,3975.0,200
SLEEP_POD_COTTON,SLEEP_POD,group_offset,300,3,2,22814.0,-4930.0,13994.0,7604.67,228
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,bucket_mean,120,3,2,23344.0,-4960.0,20404.0,7781.33,318
UV_VISOR_RED,UV_VISOR,group_offset,200,3,2,13646.0,-4971.0,16832.0,4548.67,202
MICROCHIP_RECTANGLE,MICROCHIP,bucket_delta_b0,80,3,2,16531.0,-4980.0,20642.0,5510.33,928
PANEL_4X4,PANEL,group_offset,160,3,2,2731.0,-5007.0,4214.0,910.33,270
ROBOT_IRONING,ROBOT,bucket_delta_b0,160,3,2,5952.0,-5048.0,8773.0,1984.0,256
SLEEP_POD_SUEDE,SLEEP_POD,bucket_delta_b0,80,3,2,13206.0,-5074.0,10116.0,4402.0,776
PANEL_1X2,PANEL,bucket_mean,160,3,2,9808.0,-5075.0,10806.0,3269.33,164
SLEEP_POD_LAMB_WOOL,SLEEP_POD,bucket_mean,40,3,2,18345.0,-5097.0,12770.0,6115.0,728
UV_VISOR_ORANGE,UV_VISOR,bucket_mean,20,3,2,4304.0,-5124.0,6109.0,1434.67,1058
