product,side,horizon,group,splits,min_top5_edge,mean_top5_edge,min_top5_win,mean_corr,rank_score
OXYGEN_SHAKE_GARLIC,long,100,OXYGEN,3,21.780487060546875,35.414633433024086,0.6585365853658537,0.152137077074916,14.3432475764577
PEBBLES_S,short,200,PEBBLES,3,27.95121955871582,126.13820966084798,0.5121951219512195,0.21233639441545082,14.316478310561761
TRANSLATOR_ASTRO_BLACK,short,200,TRANSLATOR,3,32.39024353027344,73.86178588867188,0.43902439024390244,0.16567359650086852,14.220106915729803
UV_VISOR_RED,short,1000,UV,3,57.56097412109375,124.39837392171223,0.24390243902439024,0.4689505127103039,14.039261980754572
PEBBLES_S,long,100,PEBBLES,3,25.829267501831055,47.74796613057455,0.5365853658536586,0.16250356600791918,13.85960695220203
PEBBLES_XL,long,500,PEBBLES,3,42.975608825683594,365.30894724527997,0.3170731707317073,0.27291879757647175,13.626412554485043
UV_VISOR_YELLOW,short,1000,UV,3,36.36585235595703,407.8943099975586,0.36585365853658536,0.4502831484213569,13.304580130228182
TRANSLATOR_ASTRO_BLACK,long,200,TRANSLATOR,3,23.14634132385254,51.33333269755045,0.5609756097560976,0.18238791425614131,12.984532937770938
TRANSLATOR_ECLIPSE_CHARCOAL,short,1000,TRANSLATOR,3,25.19512176513672,99.7723617553711,0.5121951219512195,0.25895521228269053,12.904818465070028
GALAXY_SOUNDS_PLANETARY_RINGS,short,200,GALAXY,3,24.85365867614746,54.99187151590983,0.5121951219512195,0.08589568887993837,12.729922736563333
SLEEP_POD_POLYESTER,short,200,SLEEP,3,29.95121955871582,50.2845516204834,0.4146341463414634,0.17301258945839648,12.418798353613877
PEBBLES_S,short,50,PEBBLES,3,21.19512176513672,24.813007990519207,0.5853658536585366,0.0992013212649699,12.406900545445884
OXYGEN_SHAKE_GARLIC,short,200,OXYGEN,3,21.780487060546875,73.47154490152995,0.5609756097560976,0.22268288575619208,12.218322009575077
TRANSLATOR_SPACE_GRAY,short,100,TRANSLATOR,3,23.317073822021484,25.91056950887044,0.5121951219512195,0.14541824972297274,11.942891469815882
GALAXY_SOUNDS_SOLAR_FLAMES,short,500,GALAXY,3,19.2439022064209,82.42276191711426,0.6097560975609756,0.1772687661678146,11.734086711232255
MICROCHIP_RECTANGLE,short,100,MICROCHIP,3,21.439023971557617,35.170732498168945,0.5121951219512195,0.13354461590662783,10.980963497627073
UV_VISOR_MAGENTA,short,1000,UV,3,20.975608825683594,290.4390233357747,0.5121951219512195,0.37188850880393304,10.743604520472084
MICROCHIP_CIRCLE,short,500,MICROCHIP,3,17.170732498168945,57.35772260030111,0.6097560975609756,0.11095264773599745,10.469958840346917
GALAXY_SOUNDS_SOLAR_FLAMES,short,200,GALAXY,3,21.292682647705078,31.617886225382488,0.4878048780487805,0.12137166392977454,10.38667446229516
OXYGEN_SHAKE_EVENING_BREATH,long,100,OXYGEN,3,17.560976028442383,47.85365994771322,0.5853658536585366,0.0935611006913803,10.279595723966272
TRANSLATOR_SPACE_GRAY,long,100,TRANSLATOR,3,16.731706619262695,38.12195142110189,0.6097560975609756,0.1505832730149164,10.202260133696765
PANEL_1X2,long,1000,PANEL,3,27.536584854125977,128.39837328592935,0.36585365853658536,0.24238735475239767,10.074360312485114
TRANSLATOR_ASTRO_BLACK,short,100,TRANSLATOR,3,19.341463088989258,32.22764205932617,0.5121951219512195,0.1253371130443912,9.906603045579864
GALAXY_SOUNDS_PLANETARY_RINGS,long,200,GALAXY,3,25.2439022064209,42.813008626302086,0.3902439024390244,0.10884254257146657,9.85127890982279
ROBOT_DISHES,short,500,ROBOT,3,44.780487060546875,96.98373921712239,0.21951219512195122,0.274164528874392,9.829863013290778
PANEL_2X4,short,100,PANEL,3,19.780487060546875,40.243902842203774,0.4878048780487805,0.1323960261477167,9.649018078315548
PEBBLES_XS,short,1000,PEBBLES,3,65.34146118164062,214.43902587890625,0.14634146341463414,0.29477881306884013,9.562165050971798
GALAXY_SOUNDS_PLANETARY_RINGS,long,500,GALAXY,3,34.219512939453125,73.51219431559245,0.2682926829268293,0.15676958972522081,9.180844934975228
UV_VISOR_MAGENTA,short,500,UV,3,19.341463088989258,149.87804730733237,0.4634146341463415,0.22118119771718223,8.963117041238926
GALAXY_SOUNDS_SOLAR_FLAMES,long,200,GALAXY,3,17.85365867614746,36.699187596639,0.4878048780487805,0.12986663768926743,8.709101793242663
GALAXY_SOUNDS_SOLAR_FLAMES,long,100,GALAXY,3,16.95121955871582,26.487805048624676,0.5121951219512195,0.0880270149632724,8.682331969098348
GALAXY_SOUNDS_SOLAR_FLAMES,long,500,GALAXY,3,26.90243911743164,53.5040651957194,0.3170731707317073,0.18208576907377413,8.530041671380765
UV_VISOR_RED,long,200,UV,3,15.07317066192627,32.609755516052246,0.5609756097560976,0.23003593172808934,8.45568110303181
PEBBLES_L,short,100,PEBBLES,3,13.804878234863281,19.918699264526367,0.6097560975609756,0.035647093056710086,8.417608679794684
GALAXY_SOUNDS_SOLAR_WINDS,short,100,GALAXY,3,15.609756469726562,22.95934995015462,0.5365853658536586,0.08847460760176667,8.37596688619474
SNACKPACK_STRAWBERRY,long,500,SNACKPACK,3,25.170732498168945,43.32520357767741,0.3170731707317073,0.3016737878940813,7.980963962834056
PEBBLES_XS,short,500,PEBBLES,3,20.365854263305664,86.78049023946126,0.3902439024390244,0.2050300534741076,7.947650444216845
GALAXY_SOUNDS_PLANETARY_RINGS,short,100,GALAXY,3,15.146341323852539,28.536585489908855,0.5121951219512195,0.06403185720368332,7.757882141485447
PEBBLES_S,short,100,PEBBLES,3,14.634146690368652,51.69105625152588,0.5121951219512195,0.16045969409970387,7.495538548725407
TRANSLATOR_ECLIPSE_CHARCOAL,short,500,TRANSLATOR,3,12.87804889678955,45.00812943776449,0.5609756097560976,0.1640338094704215,7.224271332345358
TRANSLATOR_ECLIPSE_CHARCOAL,short,200,TRANSLATOR,3,13.219511985778809,31.682927131652832,0.5365853658536586,0.1317099311570489,7.0933966752959465
PEBBLES_L,short,500,PEBBLES,3,28.09756088256836,255.21138381958008,0.24390243902439024,0.06030562523895969,6.853063629894722
ROBOT_IRONING,short,200,ROBOT,3,12.756097793579102,23.414634068806965,0.5365853658536586,-0.029688940822616697,6.844735401432689
TRANSLATOR_GRAPHITE_MIST,long,500,TRANSLATOR,3,11.09756088256836,87.01625951131184,0.5853658536585366,0.06399376830994612,6.49613319955221
TRANSLATOR_GRAPHITE_MIST,long,200,TRANSLATOR,3,11.02439022064209,44.84552733103434,0.5853658536585366,0.055067787962824764,6.453301592570979
SNACKPACK_PISTACHIO,short,500,SNACKPACK,3,12.02439022064209,28.8943084081014,0.5365853658536586,0.12270841422337027,6.45211182571039
SLEEP_POD_COTTON,short,100,SLEEP,3,12.463414192199707,17.756097475687664,0.5121951219512195,-0.0151167434039704,6.3836999521022895
ROBOT_LAUNDRY,short,500,ROBOT,3,12.756097793579102,39.12195142110189,0.4878048780487805,0.22840425629271355,6.222486728575172
SNACKPACK_CHOCOLATE,long,200,SNACKPACK,3,13.414633750915527,19.910569190979004,0.4634146341463415,0.2320982823576919,6.2165375918876835
UV_VISOR_AMBER,long,200,UV,3,12.731707572937012,23.130080858866375,0.4878048780487805,0.19120819249024942,6.210589059969274
PANEL_4X4,short,500,PANEL,3,25.219512939453125,159.2276407877604,0.24390243902439024,0.06283130394364157,6.151100716939786
MICROCHIP_CIRCLE,short,1000,MICROCHIP,3,15.682927131652832,79.93496163686116,0.3902439024390244,0.2325360532518543,6.120166685523056
