source_product,feature,mean_importance,min_importance
SNACKPACK_CHOCOLATE,group_mid_rank,0.006877157775673576,0.0032891148379321973
UV_VISOR_RED,group_mid_rank,0.006782505304365499,0.0013869370486389147
UV_VISOR_MAGENTA,mid_centered,0.006773869632805109,0.004316797765843339
PEBBLES_XL,group_residual_z,0.006730052407840247,0.004745836666963554
PANEL_2X2,group_mid_rank,0.0067047588395068095,0.0026575539410615347
PEBBLES_XL,mid_centered,0.006700723918188546,0.005098856830358294
UV_VISOR_YELLOW,group_residual_z,0.006676680478655994,0.004886733712973698
ROBOT_LAUNDRY,group_residual_z,0.006619857798026843,0.0026537977700297464
MICROCHIP_SQUARE,group_residual_z,0.0065868752190232005,0.004461468429283282
TRANSLATOR_ASTRO_BLACK,group_residual_z,0.006514562407166504,0.00366610687474026
PEBBLES_XS,mid_centered,0.006450339474064429,0.005782508515321002
SNACKPACK_VANILLA,group_residual_z,0.006331457854285009,0.005436937853451516
PANEL_2X2,group_residual_z,0.00630765912320666,0.00349956315162397
SLEEP_POD_NYLON,group_residual_z,0.006305102562489273,0.005010884784057712
MICROCHIP_CIRCLE,group_residual_z,0.006245057803435421,0.005511364479023877
SLEEP_POD_POLYESTER,group_mid_rank,0.006142437329121277,0.003460191061731421
PEBBLES_S,group_residual_z,0.006083830582082791,0.005754291312676681
SNACKPACK_STRAWBERRY,group_residual_z,0.006067376732445045,0.0029282272053223085
PEBBLES_S,mid_centered,0.00603536115683809,0.004069158353602775
GALAXY_SOUNDS_DARK_MATTER,group_residual_z,0.006027235687330579,0.005237337885626941
TRANSLATOR_VOID_BLUE,group_residual_z,0.005979123766424472,0.003617891447149063
ROBOT_VACUUMING,group_residual_z,0.005800727348830505,0.004497465182996542
UV_VISOR_RED,group_residual_z,0.005400876279627494,0.0032364797342704634
UV_VISOR_AMBER,group_residual_z,0.005340141209920583,0.0035620019089364964
SNACKPACK_VANILLA,group_mid_rank,0.005322961191029595,0.0021547690474357922
TRANSLATOR_ASTRO_BLACK,mid_centered,0.005227248549251767,0.001453232345025799
MICROCHIP_RECTANGLE,mid_centered,0.005188681252002505,0.0033147611684484694
MICROCHIP_TRIANGLE,mid_centered,0.005176192017919887,0.00448749259047374
SNACKPACK_CHOCOLATE,group_residual_z,0.0051651757483558635,0.00198765372539655
PEBBLES_M,mid_centered,0.0051255653342626,0.004059525932665056
SLEEP_POD_COTTON,group_mid_rank,0.004995089430158193,0.000923614801602265
ROBOT_DISHES,group_residual_z,0.004910834147672814,0.0034871979947275313
PANEL_4X4,mid_centered,0.0048396649774507,0.00440554050142694
PANEL_2X4,group_residual_z,0.004835882013200437,0.0034564819031536144
MICROCHIP_TRIANGLE,group_residual_z,0.004819011661405411,0.004076214073085523
MICROCHIP_OVAL,mid_centered,0.004817976484035869,0.002205483939789849
ROBOT_LAUNDRY,mid_centered,0.004736040096581199,0.004606230114772573
ROBOT_VACUUMING,mid_centered,0.004713036351849552,0.0023072171451193695
SNACKPACK_PISTACHIO,group_residual_z,0.00466932284258834,0.0039744621029307635
PEBBLES_L,group_mid_rank,0.00465601980683716,0.003886366250589465
PANEL_4X4,group_mid_rank,0.004542569343378036,0.0013758295641250803
SNACKPACK_VANILLA,mid_centered,0.004541216199200154,0.0037520779805734258
